date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_150,aVWAP_QQEMOD_bear_dot_c0_185,aVWAP_QQEMOD_bear_dot_c0_223,aVWAP_QQEMOD_bear_dot_c0_248,aVWAP_QQEMOD_bear_dot_c0_318,aVWAP_QQEMOD_bear_dot_c0_332,aVWAP_QQEMOD_bear_dot_c0_351,aVWAP_QQEMOD_bear_dot_c0_451,aVWAP_QQEMOD_bear_dot_c0_493,aVWAP_QQEMOD_bear_dot_c0_536,aVWAP_QQEMOD_bear_dot_c0_589,aVWAP_QQEMOD_bear_dot_c0_630,aVWAP_QQEMOD_bear_dot_c0_655,aVWAP_QQEMOD_bear_dot_c0_680,aVWAP_QQEMOD_bear_dot_c0_713,aVWAP_QQEMOD_bear_dot_c0_764,aVWAP_QQEMOD_bear_dot_c0_788,aVWAP_QQEMOD_bear_dot_c0_832,aVWAP_QQEMOD_bear_dot_c0_882,aVWAP_QQEMOD_bear_dot_c0_909,aVWAP_QQEMOD_bear_dot_c0_925,aVWAP_QQEMOD_bear_dot_c0_954,aVWAP_QQEMOD_bear_dot_c0_1005,aVWAP_QQEMOD_bear_dot_c0_1033,aVWAP_QQEMOD_bear_dot_c0_1111,aVWAP_QQEMOD_bear_dot_c0_1159,aVWAP_QQEMOD_bear_dot_c0_1192,aVWAP_QQEMOD_bear_dot_c0_1226,aVWAP_QQEMOD_bear_dot_c0_1252,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_valley_c0_6,aVWAP_price_maxima_minima_valley_c0_7,aVWAP_price_maxima_minima_valley_c0_8,aVWAP_price_maxima_minima_valley_c0_9,aVWAP_price_maxima_minima_valley_c0_10,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,aVWAP_price_maxima_minima_peak_c0_6,aVWAP_price_maxima_minima_peak_c0_7,aVWAP_price_maxima_minima_peak_c0_8,aVWAP_price_maxima_minima_peak_c0_9,aVWAP_price_maxima_minima_peak_c0_10,color
2021-07-07 00:00:00+00:00,8.0,8.14,7.73,8.1,2307994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.499684175631952,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-08 00:00:00+00:00,7.99,8.03,7.735,7.81,1187319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.452553513953474,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-09 00:00:00+00:00,8.07,8.13,7.901,8.05,1050152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.424526849864266,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-12 00:00:00+00:00,8.04,8.1367,7.88,8.02,1305983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.393368441332495,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-13 00:00:00+00:00,8.11,8.595,8.09,8.15,2629984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.376171280149999,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-14 00:00:00+00:00,7.67,8.26,7.64,8.21,2122384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.325486735970602,7.8566666666666665,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-15 00:00:00+00:00,7.54,7.7401,7.39,7.72,1708513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.269504421907152,7.7228867844180265,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-16 00:00:00+00:00,7.18,7.59,7.12,7.58,2041944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.191616651938483,7.574693156815699,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-19 00:00:00+00:00,7.16,7.18,6.95,7.04,2036205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11066188415475,7.45162396119161,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-20 00:00:00+00:00,7.33,7.36,7.0,7.19,1035601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.078746710278486,7.425964592427925,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-21 00:00:00+00:00,7.43,7.49,7.28,7.34,923529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.057497623105686,7.423534654607565,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-22 00:00:00+00:00,7.23,7.5,7.2054,7.48,893294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.035580512182932,7.414259723157399,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-23 00:00:00+00:00,7.15,7.2474,7.045,7.24,871357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.010828245686938,7.394275587115094,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-26 00:00:00+00:00,7.29,7.38,7.05,7.1,1326589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.979452304260666,7.378483185911565,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-27 00:00:00+00:00,7.13,7.285,7.0197,7.25,1351363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94622585499974,7.356425988685404,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-28 00:00:00+00:00,7.64,7.69,7.18,7.25,2528373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9155218267915854,7.378483902510846,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-29 00:00:00+00:00,7.56,7.76,7.46,7.74,1210351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.905172828452905,7.392891125992037,7.593333333333332,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-07-30 00:00:00+00:00,7.37,7.6,7.36,7.5,850429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.894979561300559,7.395160843996687,7.531432329829805,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-02 00:00:00+00:00,7.33,7.605,7.32,7.39,967878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.883299995197389,7.396289712384002,7.495288918942537,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-03 00:00:00+00:00,7.39,7.4,7.27,7.35,901348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.871476331638965,7.394425474731971,7.462731364786721,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-04 00:00:00+00:00,7.11,7.415,7.1,7.29,1384179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.849508853534161,7.382798114294624,7.396468633478134,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-05 00:00:00+00:00,7.41,7.56,7.071,7.13,1795580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.828804742526705,7.3801141358055276,7.383975268521533,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-06 00:00:00+00:00,7.31,7.48,7.08,7.4,1522839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.810612886321913,7.374726626579388,7.367397512384444,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-09 00:00:00+00:00,7.22,7.28,7.04,7.22,2051979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7831715428453405,7.360209158347634,7.3314077353323,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-10 00:00:00+00:00,7.24,7.33,7.06,7.17,1778620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.762338250495133,7.351091631335887,7.3140816734670855,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-11 00:00:00+00:00,6.92,7.22,6.86,7.21,2661330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723016138349155,7.321859373189708,7.258815505576272,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-12 00:00:00+00:00,6.64,6.95,6.57,6.95,3023508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66749257452594,7.2698481521205,7.1690475250193675,,,,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-13 00:00:00+00:00,6.47,6.6599,6.41,6.65,4227404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.584577405527602,7.188290902291646,7.045156817582846,,,6.513299999999999,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-16 00:00:00+00:00,6.42,6.56,6.3,6.38,2151899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.543728442592049,7.148670954036489,6.990893773966449,,,6.484076402474272,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-17 00:00:00+00:00,6.37,6.55,6.31,6.35,1303932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.520000387410914,7.12609849016435,6.96157094916772,,,6.4715047979833145,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-18 00:00:00+00:00,6.4,6.72,6.25,6.39,1812383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4899420993973225,7.09882353093198,6.928468242386678,,,6.468672715126773,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-19 00:00:00+00:00,6.16,6.49,6.14,6.45,1987292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.453065113113003,7.063093827777111,6.883858898471849,,,6.433135616018354,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-20 00:00:00+00:00,6.17,6.33,6.13,6.15,1250096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.429992947569538,7.040745866031838,6.85658040906234,,,6.411228696235069,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-23 00:00:00+00:00,6.38,6.44,6.21,6.21,1219231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.410671522255164,7.023371185132314,6.837086286756354,,,6.405295588074274,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-24 00:00:00+00:00,6.59,6.6,6.3399,6.42,1519314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.391147371344349,7.007912562686855,6.822303316800117,,,6.415574340030075,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-25 00:00:00+00:00,6.51,6.62,6.4409,6.58,1154853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3770853444209274,6.99707682649787,6.812384540916948,,,6.423080007075892,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-26 00:00:00+00:00,6.41,6.6,6.35,6.53,1266677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.360948729101311,6.984052170523297,6.799765568997362,,,6.425221683657125,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-27 00:00:00+00:00,6.48,6.54,6.37,6.4,1110120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.347413895117369,6.973345443775918,6.789712603514934,,,6.427448071966049,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-30 00:00:00+00:00,6.41,6.5103,6.3501,6.51,1294504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.331448731271731,6.960469951512498,6.777380762425575,,,6.427194154339122,,,,,"rgba(239, 83, 80, 0.5)"
2021-08-31 00:00:00+00:00,6.61,6.7,6.38,6.38,1741587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3139979868833755,6.948341412090073,6.768104649977644,,,6.437952132604803,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-01 00:00:00+00:00,6.47,6.721,6.4436,6.62,1610778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2981692072404885,6.937257875611168,6.759501705402429,,6.544866666666666,6.4452339537303684,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-02 00:00:00+00:00,6.6,6.71,6.45,6.47,1492968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.284851418966959,6.9285530785842715,6.753541189100416,,6.564973357871423,6.45363208424137,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-03 00:00:00+00:00,6.5,6.68,6.44,6.61,1373189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.272244995835805,6.919877840468601,6.74697593179183,,6.557313398474626,6.458104797190791,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-07 00:00:00+00:00,6.37,6.5873,6.36,6.5,1150779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.260593333607984,6.911047322302108,6.739242726652666,,6.533140617753496,6.457314313337698,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-08 00:00:00+00:00,6.16,6.36,6.14,6.36,1950909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.236493340517377,6.89017946088618,6.718035251843385,,6.452531139034096,6.441682604295406,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-09 00:00:00+00:00,6.21,6.28,6.065,6.16,1656690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21621239301,6.872548430695065,6.700167447449091,,6.404539678135435,6.428085517978563,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-10 00:00:00+00:00,6.13,6.25,6.12,6.24,1503621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.198155485607031,6.856885889836133,6.68441559629729,,6.371233685624663,6.416093567144237,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-13 00:00:00+00:00,6.05,6.2095,6.01,6.19,1470174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.179819953051863,6.840598014245843,6.667732413867576,,6.337348533529231,6.402088261407832,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-14 00:00:00+00:00,5.83,6.095,5.8,6.06,2427139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.146016360304473,6.8090232207344075,6.634112443684512,,6.266204645072834,6.369412208783989,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-15 00:00:00+00:00,5.91,6.03,5.825,5.85,1376938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1278245894368135,6.792294846155977,6.61665720130907,,6.2365785941085425,6.353210429034619,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-16 00:00:00+00:00,5.93,5.98,5.87,5.91,954890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.115574014499722,6.7811240291079065,6.605129594654164,,6.219138088901266,6.3427687508447645,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-17 00:00:00+00:00,5.975,5.98,5.785,5.88,1968153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.090821550237225,6.758640039347551,6.582100520219568,,6.1873540109378355,6.3221419325571295,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-20 00:00:00+00:00,5.72,5.76,5.59,5.72,2229229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.058899238654937,6.728173429805167,6.549686405872225,,6.134970734524341,6.289525399403044,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-21 00:00:00+00:00,5.67,5.82,5.63,5.74,1843589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.033886355312378,6.704643397475554,6.5250935107954,,6.100653072324976,6.265672089915206,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-22 00:00:00+00:00,5.9,6.04,5.73,5.74,2165893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.009556952682565,6.683178678907072,6.504048578492906,,6.082529810346976,6.248438608979284,,,,,"rgba(239, 83, 80, 0.5)"
2021-09-23 00:00:00+00:00,6.0,6.17,6.0,6.02,1849151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.992562335642434,6.669395128777327,6.491740005445206,,6.080760098286381,6.241210911571484,6.0566666666666675,,,,"rgba(239, 83, 80, 0.5)"
2021-09-24 00:00:00+00:00,5.7,5.97,5.68,5.95,2225258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.967154791714994,6.64654149723017,6.469037485801873,,6.058132199431136,6.221344996936292,5.907384356847828,,,,"rgba(239, 83, 80, 0.5)"
2021-09-27 00:00:00+00:00,5.89,5.94,5.65,5.68,2238078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94355230914451,6.625810927308365,6.448979155390905,,6.041679983977309,6.204842567475678,5.878766082211337,,,,"rgba(239, 83, 80, 0.5)"
2021-09-28 00:00:00+00:00,5.65,5.91,5.65,5.82,2009103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.921539988865645,6.606076913574709,6.429556867807318,,6.023385456480184,6.187905506135699,5.844458652733432,,,,"rgba(239, 83, 80, 0.5)"
2021-09-29 00:00:00+00:00,5.6,5.71,5.5801,5.69,1418997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905114555843434,6.591013039104617,6.414450632013446,,6.007399287957647,6.174006437235329,5.813221430073979,,,,"rgba(239, 83, 80, 0.5)"
2021-09-30 00:00:00+00:00,5.66,5.74,5.54,5.61,1620869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.887094418689496,6.5746533272151675,6.398230392713712,,5.991396058215378,6.159414227901414,5.789460087090363,,,,"rgba(239, 83, 80, 0.5)"
2021-10-01 00:00:00+00:00,5.64,5.7,5.5164,5.7,1427691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.871297009818342,6.560287025610505,6.383991550079212,,5.977384077551612,6.146551117633742,5.7704087875472325,,,,"rgba(239, 83, 80, 0.5)"
2021-10-04 00:00:00+00:00,5.49,5.61,5.48,5.6,1896302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8494135589318175,6.540056665261213,6.363681828943429,,5.955941829480772,6.127560904370318,5.7389348658911725,,,,"rgba(239, 83, 80, 0.5)"
2021-10-05 00:00:00+00:00,5.48,5.67,5.45,5.5,1885871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.828451840177192,6.5208352661199065,6.344569641749626,,5.936850655173679,6.109992089394979,5.715536731777151,,,,"rgba(239, 83, 80, 0.5)"
2021-10-06 00:00:00+00:00,5.47,5.55,5.42,5.49,1899538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8071604527981515,6.5011962343978,6.324979738710699,,5.916967751446951,6.091773435333245,5.691314198508446,,,,"rgba(239, 83, 80, 0.5)"
2021-10-07 00:00:00+00:00,5.58,5.7,5.41,5.5,1928632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.787534858361619,6.483566835866265,6.307851643440271,,5.902002546834618,6.076700067446861,5.679214484644795,,,,"rgba(239, 83, 80, 0.5)"
2021-10-08 00:00:00+00:00,5.48,5.6678,5.46,5.6,1233220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.775033408807475,6.472311957119035,6.2969091146126885,,5.892357886504123,6.067013589846594,5.671046428889399,,,,"rgba(239, 83, 80, 0.5)"
2021-10-11 00:00:00+00:00,5.37,5.5,5.37,5.47,1314713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.760686245150192,6.459071175093026,6.283754855998919,,5.879270835470076,6.05476470627436,5.656281426431485,,,,"rgba(239, 83, 80, 0.5)"
2021-10-12 00:00:00+00:00,5.39,5.48,5.36,5.42,1142640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.748429964205331,6.447793595661775,6.272593747139563,,5.868386686364763,6.044432454138502,5.64459980446571,,,,"rgba(239, 83, 80, 0.5)"
2021-10-13 00:00:00+00:00,5.44,5.5,5.37,5.42,1681783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.731141422937565,6.432044363652537,6.257167603955965,,5.854135357455825,6.03042799998279,5.631030795234199,,,,"rgba(239, 83, 80, 0.5)"
2021-10-14 00:00:00+00:00,5.53,5.72,5.475,5.535,2477812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.709119258830142,6.412817799545264,6.239111325497724,,5.841189168300138,6.015474291945117,5.626116265762699,,,,"rgba(239, 83, 80, 0.5)"
2021-10-15 00:00:00+00:00,5.48,5.58,5.44,5.55,1740796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69315221878831,6.398654300346354,6.22561782517576,,5.830422622334986,6.003851479346103,5.6187958467062,,,,"rgba(239, 83, 80, 0.5)"
2021-10-18 00:00:00+00:00,5.36,5.51,5.35,5.44,1780866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.676004129505218,6.383154129101547,6.210603016767878,,5.817170609173818,5.9903869138002195,5.606905448562834,,,,"rgba(239, 83, 80, 0.5)"
2021-10-19 00:00:00+00:00,5.81,5.83,5.34,5.37,4678994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6416263152349035,6.354636773282103,6.185298991862363,,5.805237184132941,5.971909811135648,5.613721002678696,,,,"rgba(239, 83, 80, 0.5)"
2021-10-20 00:00:00+00:00,5.8,5.91,5.635,5.84,3121796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.622641010773881,6.339948066071293,6.17329093735963,,5.804100725432805,5.965066565060431,5.626970033424214,,,,#000000
2021-10-21 00:00:00+00:00,5.95,6.05,5.77,5.78,3423350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.606111280700045,6.328556264616246,6.165394017149604,,5.8100882941465555,5.9634828387750485,5.6505668341735,5.923333333333334,,,"rgba(38, 166, 154, 1.0)"
2021-10-22 00:00:00+00:00,5.65,5.95,5.6,5.95,2002628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.594207467436913,6.319185080012729,6.157553730808479,,5.807897828090938,5.958484549514112,5.654250335318692,5.853207851807239,,,"rgba(38, 166, 154, 1.0)"
