date,Close,High,Low,Open,Volume,aVWAP_peak_868,aVWAP_valley_890,aVWAP_valley_861,aVWAP_valley_819,aVWAP_valley_796,aVWAP_valley_768,aVWAP_valley_746,aVWAP_valley_708,aVWAP_valley_674,aVWAP_valley_649,aVWAP_valley_625,aVWAP_valley_586,aVWAP_valley_573,aVWAP_valley_531,aVWAP_valley_515,aVWAP_valley_487,aVWAP_valley_467,aVWAP_valley_440,aVWAP_valley_396,aVWAP_valley_384,aVWAP_valley_352,aVWAP_valley_334,aVWAP_valley_301,aVWAP_valley_284,aVWAP_valley_252,aVWAP_valley_233,aVWAP_valley_223,aVWAP_valley_182,aVWAP_valley_170,aVWAP_valley_148,aVWAP_valley_126,aVWAP_valley_82,aVWAP_valley_49,aVWAP_valley_14,aVWAP_OB_bull_819,aVWAP_OB_bull_796,aVWAP_OB_bull_649,aVWAP_OB_bull_126,aVWAP_OB_bear_868,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-04 00:00:00+00:00,70.9094355168,71.084623534,65.3451304004,65.3451304004,3064375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.60016307611485,,,,,,,57.60016307611485,#000000,,58.00553948429483,,79.03863674957839,20.142402153957022,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20834758,4647726.086988557,False,False,False,False,1633337.4617185215,False,False,False,False
2022-03-07 00:00:00+00:00,71.6518990181,74.0377929661,69.3911393681,71.5851607259,3075395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.391098983902666,,,,,,,58.391098983902666,#000000,,63.153484230178414,,81.69467111424842,22.685374677534696,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23910153,5403115.377694889,False,False,False,False,1689888.7377295601,False,False,False,False
2022-03-08 00:00:00+00:00,68.7904947379,73.3286986109,68.5485684284,72.5778928231,2891248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.98404930997888,,,,,,,58.98404930997888,#000000,,63.34465252199524,,78.72567032135893,22.685374677534696,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21018905,6015499.284451952,False,False,False,False,1737000.8656617342,False,False,False,False
2022-03-09 00:00:00+00:00,67.4724134659,68.7904947379,65.1782846698,66.2294127727,2079265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26802218209114,,,,,,,59.26802218209114,#000000,,63.21275897215673,,74.89084502981122,22.685374677534696,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18939640,6522328.332120503,False,False,False,False,1750422.9885769605,False,False,False,False
2022-03-10 00:00:00+00:00,67.4557288928,68.2982998325,67.0803259989,67.8561586463,1530312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.47630889925843,,,,,,,59.47630889925843,#000000,,63.23101125982473,,72.31046007722466,31.557701395981752,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17409328,6949269.495566758,False,False,False,False,1741791.1851033543,False,False,False,False
2022-03-11 00:00:00+00:00,67.1971180104,68.6820450129,65.9850672002,66.7466345377,1318946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.640847619020505,,,,,,,59.640847619020505,#000000,,63.25072654181694,,70.19148440390111,29.387961135015573,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16090382,7307744.495740611,False,False,False,False,1725209.020981654,False,False,False,False
2022-03-14 00:00:00+00:00,63.6182770884,65.9457750307,62.3836186817,65.9207481711,1661984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.753101927393054,,,,,,,59.753101927393054,#000000,,63.08648772912877,,64.08910628436023,23.503403652598095,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14428398,7586985.809633137,False,False,False,False,1722729.6083941383,False,False,False,False
2022-03-15 00:00:00+00:00,62.9508941659,63.6850153806,61.115591129,61.3158060057,1645216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.58383355850001,59.82374369905206,,,,,,,61.20378862877604,#000000,,62.81670720192673,,59.295798196311885,18.999293976327323,False,False,True,False,False,10.158696295235707,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.030472945018174814,0.030472945018174814,False,False,False,False,12783182,7790758.209255367,False,False,False,False,1719689.8590453486,False,False,False,False
2022-03-16 00:00:00+00:00,64.2439485782,64.8612777816,63.1761359022,63.2261896214,1844771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.381979539061845,59.93997661546982,,,,,,,61.66097807726583,#000000,,62.96160189363276,,57.47522287490959,17.261723945998085,False,False,True,False,False,12.170900070786558,0.0,0.0,0.0,0.0,0,1.050776597766633,0.8944152050042653,False,False,False,False,0.08269816903188439,0.0565855570250296,False,False,False,False,14627953,8058883.495166921,False,False,False,False,1724595.001827884,False,False,False,False
2022-03-17 00:00:00+00:00,65.9124058845,66.3962585033,65.1282309506,66.0542247556,2217200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3261404857347,60.126008846476125,,,,,,,62.22607466610541,#000000,,63.239439981339274,,57.86618706295903,17.261723945998085,True,False,True,False,False,14.637286912085187,0.0,0.0,0.0,0.0,0,1.0484715058661296,0.8932952086383193,False,False,False,False,0.1394785281337475,0.09803204257938855,False,False,False,False,16845153,8403443.083591748,False,False,False,False,1743912.8448934571,False,False,False,False
2022-03-18 00:00:00+00:00,65.495291558,65.904063598,64.6610629048,65.245022962,2931255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.67474184827489,60.33614442610313,,,,,,,62.50544313718901,#000000,,63.36256925500632,,57.58185653872961,16.81749733532027,True,False,True,False,False,13.748545264263388,0.0,0.0,0.0,0.0,0,1.053568087557322,0.8994849545325714,False,False,False,False,0.12378319456374016,0.11090761857156436,False,False,False,False,13913898,8619539.354823444,False,False,False,False,1790475.2823486156,False,False,False,False
2022-03-21 00:00:00+00:00,67.6225746235,68.3400112652,66.0709093286,67.0719837124,1752270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.12496453975129,60.50060404406441,,,,,,,62.812784291907846,#000000,,63.56424317554351,,59.33013150287782,16.81749733532027,True,False,True,False,False,16.753913425112753,0.0,0.0,0.0,0.0,0,1.059170579165941,0.8670459501004258,False,False,False,False,0.18714850493452043,0.1490280617530424,False,False,False,False,15666168,8895877.733065661,False,False,False,False,1788977.0359820032,False,False,False,False
2022-03-22 00:00:00+00:00,67.1637488642,67.7894203541,65.3201035408,67.6225746235,1376666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.31598506040694,60.61387375811484,,,,,,,62.96492940926089,#000000,,63.66430109876536,,59.8445842632619,16.81749733532027,True,False,True,False,False,15.773661819978432,0.0,0.0,0.0,0.0,0,1.044030142098983,0.8854033451975842,False,False,False,False,0.1655641680116377,0.15729611488234005,False,False,False,False,14289502,9107392.41020034,False,False,False,False,1772807.9757474149,False,False,False,False
