date,Close,High,Low,Open,Volume,aVWAP_peak_189,aVWAP_peak_188,aVWAP_peak_187,aVWAP_peak_186,aVWAP_peak_185,aVWAP_peak_184,aVWAP_peak_183,aVWAP_peak_182,aVWAP_peak_181,aVWAP_peak_180,aVWAP_peak_179,aVWAP_peak_178,aVWAP_peak_177,aVWAP_peak_176,aVWAP_peak_175,aVWAP_peak_174,aVWAP_peak_173,aVWAP_peak_162,aVWAP_peak_146,aVWAP_peak_118,aVWAP_peak_112,aVWAP_peak_105,aVWAP_peak_86,aVWAP_peak_80,aVWAP_peak_70,aVWAP_peak_57,aVWAP_peak_33,aVWAP_peak_22,aVWAP_valley_189,aVWAP_valley_188,aVWAP_valley_187,aVWAP_valley_186,aVWAP_valley_185,aVWAP_valley_184,aVWAP_valley_183,aVWAP_valley_182,aVWAP_valley_181,aVWAP_valley_180,aVWAP_valley_179,aVWAP_valley_178,aVWAP_valley_177,aVWAP_valley_176,aVWAP_valley_175,aVWAP_valley_174,aVWAP_valley_173,aVWAP_valley_167,aVWAP_valley_151,aVWAP_valley_130,aVWAP_valley_120,aVWAP_valley_95,aVWAP_valley_94,aVWAP_OB_bull_130,aVWAP_OB_bull_95,aVWAP_OB_bear_33,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-09-02 00:00:00+00:00,5.885,6.7117,5.885,6.7117,38351,,,,,,,,,,,,,,,,,,,,,,,,,,,6.509104085618172,6.580996406649769,,,,,,,,,,,,,,,,,,,,,,,,,,6.509104085618172,6.54505024613397,,#000000,,6.536179141704266,,49.11531232850682,-7.044634126164851,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0178602169048028,0.9608108108108108,False,False,False,False,-0.3004776823608381,-0.08463973376832702,False,False,False,False,-32949,7671.0224847391655,False,False,False,False,16283.402005861968,False,False,False,False
2022-09-09 00:00:00+00:00,6.15,6.2,5.55,6.0,28249,,,,,,,,,,,,,,,,,,,,,,,,,,,6.327190432604413,6.4918867187673825,,,,,,,,,,,,,,,,,,,,,,,,,,6.327190432604413,6.409538575685898,,#000000,,6.273714907808442,,48.18745734733084,-7.044634126164851,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0238041220921101,0.9664054728538769,False,False,False,False,-0.34282825441539394,-0.21373399409186047,False,False,False,False,-4700,6754.650448832561,False,False,False,False,17169.74259802034,False,False,False,False
2022-09-16 00:00:00+00:00,5.98,6.2,5.795,6.2,7248,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300607320565795,6.473938140122805,,,,,,,,,,,,,,,,,,,,,,,,,,6.300607320565795,6.3872727303443,,#000000,,6.260365694091969,,47.1131973478896,-7.044634126164851,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,1.0323908588861221,0.9958649967379419,False,False,False,False,-0.28623590155214435,-0.24998494782200242,False,False,False,False,-11948,5369.268934104222,False,False,False,False,16434.798701870688,False,False,False,False
2022-09-23 00:00:00+00:00,5.94,6.02,5.94,5.98,2289,,,,,,,,,,,,,,,,,,,,,,,,,,,6.292455651534056,6.468254280068661,,,,,,,,,,,,,,,,,,,,,,,,,,6.292455651534056,6.3803549658013585,,#000000,,6.255703867835023,,46.246174370516684,-7.044634126164851,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,1.0108082868447568,1.0324396058096386,False,False,False,False,-0.29420447427150626,-0.2720947110467543,False,False,False,False,-14237,3916.952716763169,False,False,False,False,15386.961760991377,False,False,False,False
2022-09-30 00:00:00+00:00,6.2,6.25,5.5555,5.9,9201,,,,,,,,,,,,,,,,,,,,,,,,,,,6.266487272268189,6.448152358513397,,,,,,,,,,,,,,,,,,,,,,,,,,6.266487272268189,6.3573198153907935,,#000000,,6.241902618975316,,46.45547285407926,-7.044634126164851,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9538746298124383,1.0236920039486674,False,False,False,False,-0.32983379823071024,-0.3009642546387323,False,False,False,False,-5036,3253.7710340399713,False,False,False,False,14928.74237128831,False,False,False,False
2022-10-07 00:00:00+00:00,5.5,6.19,5.5,6.19,21072,,,,,,,,,,,,,,,,,,,,,,,,,,,6.175351386604754,6.383636490578855,,,,,,,,,,,,,,,,,,,,,,,,,,6.175351386604754,6.279493938591804,,#000000,,6.169270020921574,,44.85830219864666,-7.044634126164851,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9521044992743105,1.0014513788098693,False,False,False,False,-0.34282825441539394,-0.3218962545270631,False,False,False,False,-26108,1078.825031518492,False,False,False,False,15383.79849193362,False,False,False,False
2022-10-14 00:00:00+00:00,4.5471,5.54,4.5471,5.5,3660,,,,,,,,,,,,,,,,,,,,,,,,,,,6.138171172398673,6.360505089251857,,,,,,,,,,,,,,,,,,,,,,,,,,6.138171172398673,6.249338130825265,,#000000,,6.1350451406774145,,41.85493037447,-0.9660908048915928,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9227606204752968,1.0523689684767903,False,False,False,False,-0.34282825441539394,-0.3323622544712285,False,False,False,False,-29768,-1206.1249708162109,True,False,False,False,14515.36897401261,False,False,False,False
2022-10-21 00:00:00+00:00,4.8103,5.12,4.71,4.71,5060,,,,,,,,,,,,,,,,,,,,,,,,,,,6.090222631134947,6.3297141530438745,,,,,,,,,,,,,,,,,,,,,,,,,,6.090222631134947,6.209968392089411,,#000000,,6.091341021458062,,40.55528558402684,-2.487512048477953,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9319832442862823,1.0328278175876815,False,False,False,False,-0.34282825441539394,-0.33759525444331123,False,False,False,False,-24708,-2947.0046026076025,False,False,False,False,13814.971272233899,False,False,False,False
2022-10-28 00:00:00+00:00,4.85,5.71,4.8103,4.8103,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0721296313268684,6.317288841788948,,,,,,,,,,,,,,,,,,,,,,,,,,6.0721296313268684,6.194709236557909,,#000000,,6.075284350932516,,39.75652397448943,-3.52109526642365,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9555256601893373,1.0280318883906328,False,False,False,False,-0.19897864461185893,-0.2682869495275851,False,False,False,True,-22176,-4371.374632044077,False,False,False,False,12979.195622438794,False,False,False,False
2022-11-04 00:00:00+00:00,4.56,4.985,4.5106,4.88,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04242626268471,6.29786311779634,,,,,,,,,,,,,,,,,,,,,,,,,,6.04242626268471,6.170144690240525,,#000000,,5.645012144205698,,38.60799327911843,-4.891638182689881,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.929196650362365,1.0533739660426642,False,False,False,False,-0.34282825441539394,-0.3055576019714895,False,False,False,False,-25137,-5909.569103744516,False,False,False,False,12237.107057813699,False,False,False,False
2022-11-11 00:00:00+00:00,4.57,4.96,4.57,4.8,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,6.019952406284004,6.282885218958725,,,,,,,,,,,,,,,,,,,,,,,,,,6.019952406284004,6.1514188126213645,,#000000,,5.629976520279065,,37.82388524395288,-5.904411674714474,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9139144331787576,1.0622023107757603,False,False,False,False,-0.33266818748049476,-0.31911289472599214,False,False,False,False,-22783,-7159.452873837515,False,False,False,False,11505.025053531203,False,False,False,False
2022-11-18 00:00:00+00:00,5.25,5.6328,5.03,5.03,3464,,,,,,,,,,,,,,,,,,,,,,,,,,,6.002745150326798,6.269570053261689,,,,,,,,,,,,,,,,,,,,,,,,,,6.002745150326798,6.136157601794244,,#000000,,5.679022609541459,,39.569363984444294,-5.904411674714474,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8807958495678384,1.056973923271616,False,False,False,False,-0.021788700506752114,-0.17045079761637214,False,False,False,False,-19319,-8060.16006836807,False,False,False,False,10909.393568084448,False,False,False,False
2022-11-25 00:00:00+00:00,5.09,5.25,4.73,5.25,519,,,,,,,,,,,,,,,,,,,,,,,,,,,5.999229688184387,6.2670346986213845,,,,,,,,,,,,,,,,,,,,,,,,,,5.999229688184387,6.133132193402886,,#000000,,5.677794522689487,,40.430233702054636,-5.904411674714474,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8422897566855948,1.0754528439552073,False,False,False,False,-0.20301493503047988,-0.186732866323426,False,False,False,False,-19838,-8932.59265589636,False,False,False,False,10139.73478526338,False,False,False,False
2022-12-02 00:00:00+00:00,4.9,5.6,4.9,5.2816,10952,,,,,,,,,,,,,,,,,,,,,,,,,,,5.938261891659059,6.220367941677973,,,,,,,,,,,,,,,,,,,,,,,,,,5.938261891659059,6.079314916668516,,#000000,,5.662421815511875,,40.587159647939885,-5.904411674714474,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8290911287046085,1.116785075052982,False,False,False,False,-0.04304273447732709,-0.11488780040037655,False,False,False,False,-30790,-10551.659866570704,False,False,False,False,10199.902578947573,False,False,False,False
