date,Close,High,Low,Open,Volume,aVWAP_peak_894,aVWAP_peak_851,aVWAP_peak_829,aVWAP_peak_815,aVWAP_peak_792,aVWAP_peak_782,aVWAP_peak_730,aVWAP_peak_699,aVWAP_peak_678,aVWAP_peak_667,aVWAP_peak_636,aVWAP_peak_597,aVWAP_peak_561,aVWAP_peak_538,aVWAP_peak_490,aVWAP_peak_470,aVWAP_peak_449,aVWAP_peak_427,aVWAP_peak_388,aVWAP_peak_374,aVWAP_peak_340,aVWAP_peak_326,aVWAP_peak_283,aVWAP_peak_265,aVWAP_peak_231,aVWAP_peak_173,aVWAP_peak_156,aVWAP_peak_126,aVWAP_peak_107,aVWAP_peak_67,aVWAP_peak_21,aVWAP_valley_876,aVWAP_valley_841,aVWAP_valley_817,aVWAP_valley_800,aVWAP_valley_754,aVWAP_valley_706,aVWAP_valley_693,aVWAP_valley_649,aVWAP_valley_604,aVWAP_valley_584,aVWAP_valley_530,aVWAP_valley_511,aVWAP_valley_456,aVWAP_valley_439,aVWAP_valley_412,aVWAP_valley_359,aVWAP_valley_330,aVWAP_valley_297,aVWAP_valley_263,aVWAP_valley_197,aVWAP_valley_167,aVWAP_valley_131,aVWAP_valley_115,aVWAP_valley_90,aVWAP_valley_36,aVWAP_valley_14,aVWAP_OB_bull_754,aVWAP_OB_bull_604,aVWAP_OB_bull_491,aVWAP_OB_bull_456,aVWAP_OB_bull_115,aVWAP_OB_bear_427,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-18 00:00:00+00:00,121.0624817279,121.5688970645,119.8743534381,121.5688970645,980239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.815773543775816,-34.06383097067655,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4291365,-803541.8654887811,False,False,False,False,875914.0370904955,False,False,False,False
2022-01-19 00:00:00+00:00,121.2767343703,122.4843401731,120.3320749923,121.4617707433,911167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.54068156196601,-34.06383097067655,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3380198,-904587.2040970642,False,False,False,False,877296.5062242015,False,False,False,False
2022-01-20 00:00:00+00:00,119.8451371686,123.1222287221,119.7574883604,122.153222453,697417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.525989086523893,-30.382284958023718,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4077615,-1029019.666681493,False,False,False,False,870242.4079408995,False,False,False,False
2022-01-21 00:00:00+00:00,119.4945419356,121.8221047328,118.8249050404,119.7282720909,1517330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.668133200890926,-31.27074559596824,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5594945,-1208075.5621057483,False,False,False,False,895618.3919432171,False,False,False,False
2022-01-24 00:00:00+00:00,120.078867324,120.4781563394,116.3197073251,118.3551074281,1683742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9589103295,,,,,,,118.9589103295,#000000,,118.9589103295,,16.09344598622156,-31.27074559596824,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3911203,-1314080.559670229,False,False,False,False,926525.2001023067,False,False,False,False
2022-01-25 00:00:00+00:00,118.6959639047,120.1080835934,117.3227992419,119.3874156144,1553940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.83894022649481,,,,,,,118.83894022649481,#000000,,118.83894022649481,,16.084061804525824,-31.27074559596824,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5465143,-1476867.3220361024,False,False,False,False,951129.7020590791,False,False,False,False
2022-01-26 00:00:00+00:00,119.3874156144,121.3838606915,118.7446576871,119.5334969615,1473195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.15156982376544,,,,,,,119.15156982376544,#000000,,119.15156982376544,,18.235834645161784,-31.27074559596824,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3991948,-1575497.936858216,False,False,False,False,971602.8509979388,False,False,False,False
2022-01-27 00:00:00+00:00,118.3161524022,120.8677065984,118.0921610033,119.6990558215,1387419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.13801865241281,,,,,,,119.13801865241281,#000000,,119.13801865241281,,18.797481160073673,-35.039703452654045,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5379367,-1724669.2726676976,False,False,False,False,987909.3666450784,False,False,False,False
2022-01-28 00:00:00+00:00,120.3125974794,120.3710300182,117.7805207962,118.1992873245,1528764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.20817864244877,,,,,,,119.20817864244877,#000000,,119.20817864244877,,24.306450065826112,-29.833307106085503,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3850603,-1808039.2227591604,False,False,False,False,1009119.35226684,False,False,False,False
2022-01-31 00:00:00+00:00,121.4422932304,121.6175908469,119.708794578,120.0691285675,1208507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.44271301531288,,,,,,,119.44271301531288,#000000,,119.44271301531288,,30.284281667517792,-24.4487547158594,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2642096,-1840747.331670566,False,False,False,False,1016938.4757073561,False,False,False,False
2022-02-01 00:00:00+00:00,121.5591583081,122.3674750954,119.9035697075,121.2280405879,1001026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.62935315188565,,,,,,,119.62935315188565,#000000,,119.62935315188565,,34.500952370538755,-20.863999457625248,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1641070,-1832916.848075642,False,False,False,False,1016314.4570521658,False,False,False,False
2022-02-02 00:00:00+00:00,122.7180703285,123.1563143698,120.7411027642,121.1403917797,1613796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.20516248750002,,,,,,,,,,,,,,,,,,,,,,,,,,119.99238280988043,,,,,,,121.09877264869021,#000000,,121.09877264869021,,39.51727247161359,-16.5555097619596,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27274,-1762107.3246216953,False,False,False,False,1039745.105795218,False,False,False,False
2022-02-03 00:00:00+00:00,120.4976338524,122.3577363389,120.263903697,122.1434836965,1384031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.66712076935843,,,,,,,,,,,,,,,,,,,,,,,,,,120.10532906535784,,,,,,,120.88622491735813,#000000,,120.88622491735813,,39.618372691557155,-16.5555097619596,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1411305,-1748350.3707149622,False,False,False,False,1053246.5134110919,False,False,False,False
2022-02-04 00:00:00+00:00,119.8061821427,120.7508415207,119.2705505367,120.078867324,736766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.32688992678642,,,,,,,,,,,,,,,,,,,,,,,,,,120.09649058237898,,,,,,,120.71169025458269,#000000,,120.71169025458269,,38.849259855313036,-16.5555097619596,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2148071,-1764025.689510454,False,False,False,False,1040835.5128851668,False,False,False,False
2022-02-07 00:00:00+00:00,118.9783878424,120.4976338524,118.8517840083,119.4458481532,1004337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.92754657651099,,,,,,,,,,,,,,,,,,,,,,,,,,120.05143390780499,,,,,,,120.48949024215798,#000000,,120.48949024215798,,37.38343608145054,-16.5555097619596,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3152408,-1818472.0546276912,False,False,False,False,1039404.198654376,False,False,False,False
2022-02-08 00:00:00+00:00,118.7154414177,119.4701950444,118.579098827,118.7933514694,1491172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.44741903872485,,,,,,,,,,,,,,,,,,,,,,,,,,119.94657047117434,,,,,,,120.1969947549496,#000000,,120.1969947549496,,36.106741243406134,-16.5555097619596,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4643580,-1929260.6015050367,False,False,False,False,1057120.583020871,False,False,False,False
2022-02-09 00:00:00+00:00,120.7605802772,121.578635821,119.7282720909,119.7282720909,956842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.47960386119739,,,,,,,,,,,,,,,,,,,,,,,,,,119.98830935668515,,,,,,,120.23395660894127,#000000,,120.23395660894127,,39.29587260455584,-16.5555097619596,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-3686738,-1998181.2837989568,False,False,False,False,1053188.0895690722,False,False,False,False
2022-02-10 00:00:00+00:00,119.0855141637,121.1111755102,118.7446576871,119.0952529201,932125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.38402850075136,,,,,,,,,,,,,,,,,,,,,,,,,,119.9705971132634,,,,,,,120.17731280700738,#000000,,120.17731280700738,,39.273009543531344,-16.5555097619596,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4618863,-2100953.115806841,False,False,False,False,1048440.5174291086,False,False,False,False
2022-02-11 00:00:00+00:00,117.4883581019,119.689317065,116.709257584,119.3484605885,1409469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.02580608918105,,,,,,,,,,,,,,,,,,,,,,,,,,119.82442629020993,,,,,,,119.92511618969549,#000000,,119.92511618969549,,37.57162380715078,-16.5555097619596,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-6028332,-2254967.974010494,False,False,False,False,1062598.497137771,False,False,False,False
2022-02-14 00:00:00+00:00,116.2904910556,117.468880589,115.4237417295,117.07933033,2639061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.23817507103209,,,,,,,,,,,,,,,,,,,,,,,,,,119.41304445827782,,,,,,,119.32560976465496,#000000,,119.32560976465496,,35.34218968601678,-16.5555097619596,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-8667393,-2506435.622088514,False,False,False,False,1124420.5560735448,False,False,False,False
2022-02-15 00:00:00+00:00,116.4755274286,117.634439449,115.9788508485,117.3033217289,1561981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9489889923551,,,,,,,,,,,,,,,,,,,,,,,,,,119.23297508246353,,,,,,,119.0909820374093,#000000,,119.0909820374093,,34.226273424526596,-16.5555097619596,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-7105412,-2686787.636908572,False,False,False,False,1141579.7891686999,False,False,False,False
2022-02-16 00:00:00+00:00,116.3976173768,117.0306365477,115.1607953047,116.0762384132,1280137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.7142240497072,,,,,,,,,,,,,,,,,,,,,,,,,,119.07652140978138,,,,,,,118.89537272974428,#000000,,118.89537272974428,,33.40350886062866,-10.771564849399297,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-8385549,-2910268.4746768633,False,False,False,False,1147013.4052797311,False,False,False,False
2022-02-17 00:00:00+00:00,117.3130604854,119.7574883604,115.6477331284,116.1346709521,1811828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.59127842646336,,,,,,,,,,,,,,,,,,,,,,,,,,118.97431787871488,,,,,,,118.78279815258912,#000000,,118.78279815258912,,34.83846300241257,-10.771564849399297,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-6573721,-3053933.279591496,False,False,False,False,1173084.5658569967,False,False,False,False
2022-02-18 00:00:00+00:00,117.838953335,119.0757754072,117.1377628689,117.3520155113,2550059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5157464276088,,,,,,,,,,,,,,,,,,,,,,,,,,118.89078142579012,,,,,,,118.70326392669946,#000000,,118.70326392669946,,36.87944298155807,-10.771564849399297,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-4023662,-3091961.856862418,False,False,False,False,1227083.5632743693,False,False,False,False
2022-02-22 00:00:00+00:00,117.4591418325,118.3745849411,117.0014202782,117.4980968584,1775146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.43985833329113,,,,,,,,,,,,,,,,,,,,,,,,,,118.8174991968391,,,,,,,118.6286787650651,#000000,,118.6286787650651,,37.6961933093163,-10.771564849399297,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-5798808,-3198112.686005068,False,False,False,False,1248576.2078518453,False,False,False,False
2022-02-23 00:00:00+00:00,115.5698230766,118.3258911587,115.2581828694,117.9850346821,1446552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.30827105002435,,,,,,,,,,,,,,,,,,,,,,,,,,118.70897993161627,,,,,,,118.50862549082031,#000000,,118.50862549082031,,35.89451942820115,-10.771564849399297,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7245360,-3356828.2669460457,False,False,False,False,1256339.964406675,False,False,False,False
2022-02-24 00:00:00+00:00,118.3648461846,118.7057026612,112.7262035737,113.6805043206,1797783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.18228047594926,,,,,,,,,,,,,,,,,,,,,,,,,116.59891747316665,118.598150490696,,,,,,,117.79311614660396,#000000,,117.79311614660396,,39.78383665721684,-15.582533135879927,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-5447577,-3438818.4133403185,False,False,False,False,1277573.024626021,False,False,False,False
2022-02-25 00:00:00+00:00,120.7703190337,120.8969228678,118.0483365992,118.2382423504,1471749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.28032443120223,,,,,,,,,,,,,,,,,,,,,,,,,118.08720615038203,118.65203478024152,,,,,,,118.3398551206086,#000000,,118.3398551206086,,45.45219180282807,-10.307180709793542,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-3975828,-3459877.6128171687,False,False,False,False,1285187.768758334,False,False,False,False
2022-02-28 00:00:00+00:00,120.263903697,121.0624817279,119.4555869097,120.0496510546,1107018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.36161016803612,,,,,,,,,,,,,,,,,,,,,,,,,118.63696559677652,118.70041691127722,,,,,,,118.56633089202995,#000000,,118.56633089202995,,48.48997641141897,-7.635480804015749,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-5082846,-3523523.431922378,False,False,False,False,1278200.719003105,False,False,False,False
2022-03-01 00:00:00+00:00,122.7472865979,122.8838784437,120.4740080209,120.6691392292,1396167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.542416159984,,,,,,,,,,,,,,,,,,,,,,,,,119.45881500322223,118.82228594496048,,,,,,,118.9411723693889,#000000,,118.9411723693889,,53.15591208275873,-3.442447004034669,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3686679,-3529921.6894940496,False,False,False,False,1282826.84766965,False,False,False,False
2022-03-02 00:00:00+00:00,125.5083931957,125.8986556123,122.4253201041,123.0107137291,1096010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.76816429209487,,,,,,,,,,,,,,,,,,,,,,,,,120.28089101800177,118.98372310507042,,,,,,,119.34425947172235,#000000,,119.34425947172235,,58.46436993678563,1.2785230372351606,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2590669,-3493088.2506903615,False,False,False,False,1275500.6967806444,False,False,False,False
2022-03-03 00:00:00+00:00,127.6060536852,128.1133948269,125.8303596894,126.2498917873,892714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.01564726837125,,,,,,,,,,,,,,,,,,,,,,,,,121.07479640430228,119.16584817231323,,,,,,,119.75209728166226,#000000,,119.75209728166226,,63.32332098397473,5.5241907077313925,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1697955,-3422690.868310347,False,False,False,False,1260489.4537696387,False,False,False,False
2022-03-04 00:00:00+00:00,131.5477040934,131.8306443455,126.7182066873,126.8547985332,1603082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5682635182985,,,,,,,,,,,,,,,,,,,,,,,,,122.60818240722037,119.58264136804186,,,,,,,120.5863624311869,#000000,,120.5863624311869,,68.44359977786449,10.008530875989273,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-94873,-3292188.206807981,False,False,False,False,1273924.455582594,False,False,False,False
2022-03-07 00:00:00+00:00,130.4939955684,132.7770307059,129.9183585039,131.4696516101,2048083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.26056783975787,,,,,,,,,,,,,,,,,,,,,,,,,124.12548974839815,120.11894722417708,,,,,,,121.5016682707777,#000000,,121.5016682707777,,70.33634459692794,11.536230384049603,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2142956,-3247120.2771292366,False,False,False,False,1304283.6141871982,False,False,False,False
2022-03-08 00:00:00+00:00,126.0157343373,130.484239008,125.9767080957,129.0988074289,2066238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.67480239247003,,,,,,,,,,,,,,,,,,,,,,,,,124.64159341047868,120.45080018927756,,,,,,,121.92239866407543,#000000,,121.92239866407543,,66.32907949912891,11.536230384049603,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4209194,-3284848.658418286,False,False,False,False,1334164.17833672,False,False,False,False
2022-03-09 00:00:00+00:00,128.913432781,129.6549313726,126.5133189186,126.7767460498,1104490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.90314052266051,,,,,,,,,,,,,,,,,,,,,,,,,124.92325482888491,120.63662558204979,,,,,,,122.1543403111984,#000000,,122.1543403111984,,65.48877430258527,11.536230384049603,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3104704,-3277784.1620097263,False,False,False,False,1325157.3478137113,False,False,False,False
2022-03-10 00:00:00+00:00,130.4256996455,130.4744824476,127.9280201789,127.9280201789,1104780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.15439826563588,,,,,,,,,,,,,,,,,,,,,,,,,125.2532600990424,120.84263873105913,,,,,,,122.41676569857913,#000000,,122.41676569857913,,65.77708227942409,11.536230384049603,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1999924,-3227671.998793659,False,False,False,False,1316515.0988798405,False,False,False,False
2022-03-11 00:00:00+00:00,130.952553908,131.9184533892,130.7671792601,131.2159810393,1105838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.43679632718754,,,,,,,,,,,,,,,,,,,,,,,,,125.64567559524676,121.07560792015236,,,,,,,122.7193599475289,#000000,,122.7193599475289,,66.26365396000658,11.536230384049603,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-894086,-3136158.8223703783,False,False,False,False,1308253.2518649448,False,False,False,False
