date,Open,High,Low,Close,Volume,aVWAP_peak_838,aVWAP_peak_798,aVWAP_peak_731,aVWAP_peak_703,aVWAP_peak_665,aVWAP_peak_651,aVWAP_peak_650,aVWAP_peak_636,aVWAP_peak_619,aVWAP_peak_601,aVWAP_peak_582,aVWAP_peak_566,aVWAP_peak_529,aVWAP_peak_528,aVWAP_peak_514,aVWAP_peak_491,aVWAP_peak_401,aVWAP_peak_314,aVWAP_peak_263,aVWAP_peak_234,aVWAP_peak_203,aVWAP_peak_133,aVWAP_peak_120,aVWAP_peak_107,aVWAP_peak_44,aVWAP_peak_24,aVWAP_valley_850,aVWAP_valley_849,aVWAP_valley_834,aVWAP_valley_810,aVWAP_valley_767,aVWAP_valley_750,aVWAP_valley_719,aVWAP_valley_698,aVWAP_valley_697,aVWAP_valley_667,aVWAP_valley_643,aVWAP_valley_624,aVWAP_valley_606,aVWAP_valley_549,aVWAP_valley_525,aVWAP_valley_504,aVWAP_valley_468,aVWAP_valley_438,aVWAP_valley_437,aVWAP_valley_436,aVWAP_valley_386,aVWAP_valley_354,aVWAP_valley_268,aVWAP_valley_246,aVWAP_valley_215,aVWAP_valley_154,aVWAP_valley_127,aVWAP_valley_114,aVWAP_valley_96,aVWAP_valley_59,aVWAP_valley_41,aVWAP_valley_18,aVWAP_OB_bull_767,aVWAP_OB_bull_438,aVWAP_OB_bull_268,aVWAP_OB_bull_154,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-04 19:00:00+00:00,6.365,6.41,6.335,6.385,47422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.376666666666667,,35.56560914379256,-24.516129032258036,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40529.0,8302.587565893848,False,False,False,False,46863.66852441905,False,False,False,False
2025-02-04 20:00:00+00:00,6.385,6.405,6.345,6.36,72698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.372631923631923,,34.74994644309672,-24.516129032258036,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32169.0,7675.12109200402,False,False,False,False,47264.200795358294,False,False,False,False
2025-02-05 15:00:00+00:00,6.5,6.535,6.445,6.495,143200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.437365993214846,,42.51999829607965,-24.516129032258036,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,111031.0,9277.537819259771,False,False,False,False,48751.5775272132,False,False,False,False
2025-02-05 16:00:00+00:00,6.495,6.53,6.39,6.5,65148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.444499717882209,,47.91393521183831,-24.516129032258036,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,176179.0,11865.157387953419,False,False,False,False,49005.78562756648,False,False,False,False
2025-02-05 17:00:00+00:00,6.495,6.53,6.47,6.475,123371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.457378273382038,,49.95927113538926,-21.39488749450111,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,52808.0,12499.930141628558,False,False,False,False,50158.73468760421,False,False,False,False
2025-02-05 18:00:00+00:00,6.475,6.485,6.42,6.425,30783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.456482447270673,,48.59651802248925,-20.704284256980074,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,22025.0,12647.605643308734,False,False,False,False,49858.33570019949,False,False,False,False
2025-02-05 19:00:00+00:00,6.425,6.45,6.395,6.4,53845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.4523188689456505,,46.4886167674027,-20.704284256980074,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-31820.0,11958.185400776814,False,False,False,False,49920.14444903361,False,False,False,False
2025-02-05 20:00:00+00:00,6.395,6.48,6.395,6.47,129848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,6.451542188504436,,48.89592220361233,-16.872954480395848,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,98028.0,13292.60113099733,False,False,False,False,51159.33600796331,False,False,False,False
2025-02-06 15:00:00+00:00,6.34,6.44,6.335,6.41,24771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3950000000000005,,,,,6.3950000000000005,#000000,,6.422257756873481,,47.628887063460745,-16.57575530526846,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,73257.0,14222.281733617525,False,False,False,False,50750.21451946776,False,False,False,False
2025-02-06 16:00:00+00:00,6.405,6.465,6.405,6.41,17370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.408052609098028,,,,,6.408052609098028,#000000,,6.428503956183931,,46.78419697002635,-15.935618751518582,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,73257.0,15137.54868348392,False,False,False,False,50232.69181373958,False,False,False,False
2025-02-06 17:00:00+00:00,6.405,6.435,6.4,6.435,20115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.412989832305319,,,,,6.412989832305319,#000000,,6.430618871356293,,47.6484899916413,-13.698673349005404,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,93372.0,16350.485913197346,False,False,False,False,49765.75085538703,False,False,False,False
2025-02-06 18:00:00+00:00,6.435,6.45,6.405,6.445,27209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41917690344455,,,,,6.41917690344455,#000000,,6.433443935460929,,48.79684465652114,-11.332770093212808,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,120581.0,17966.462875783433,False,False,False,False,49416.03378786165,False,False,False,False
2025-02-06 19:00:00+00:00,6.445,6.455,6.405,6.42,28652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.420993718093078,,,,,6.420993718093078,#000000,,6.433968012909036,,48.079657344253775,-10.937260448533387,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,91929.0,19113.16887770927,False,False,False,False,49094.110783398675,False,False,False,False
2025-02-06 20:00:00+00:00,6.425,6.46,6.39,6.455,64593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4259453231897545,,,,,6.4259453231897545,#000000,,6.435989535852604,,49.746152648449026,-8.364611910600232,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,156522.0,21243.538352473468,False,False,False,False,49334.40363947001,False,False,False,False
2025-02-07 15:00:00+00:00,6.4,6.56,6.385,6.475,50996.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.473333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.436285660901588,,,,,6.454809497117461,#000000,,6.4523998539331515,,51.98235714204682,-5.447659214407992,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,207518.0,24131.51450204752,False,False,False,False,49360.16482335419,False,False,False,False
2025-02-07 16:00:00+00:00,6.475,6.49,6.36,6.36,53883.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.437369889745962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.430111675574055,,,,,6.433740782660008,#000000,,6.437520915831161,,47.49679326717385,-5.447659214407992,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,153635.0,26139.32047875996,False,False,False,False,49430.2862989611,False,False,False,False
2025-02-07 17:00:00+00:00,6.365,6.405,6.355,6.4,21575.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.428719138975438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4270798669961575,,,,,6.427899502985798,#000000,,6.433196071495644,,46.771446687378344,-5.447659214407992,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,175210.0,28450.49380467066,False,False,False,False,48998.421395101235,False,False,False,False
2025-02-07 18:00:00+00:00,6.395,6.415,6.385,6.385,25993.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.422969851817354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.424591922591502,,,,,6.423780887204428,#000000,,6.430028223013763,,45.614802039738805,-5.447659214407992,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,149217.0,30322.842737931576,False,False,False,False,48641.748195177184,False,False,False,False
2025-02-07 19:00:00+00:00,6.385,6.41,6.365,6.39,67482.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.412342142236813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.418515009723349,,,,,6.415428575980082,#000000,,6.42331970454287,,45.15428759745109,-5.447659214407992,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,216699.0,33212.395563700076,False,False,False,False,48933.84512238374,False,False,False,False
2025-02-07 20:00:00+00:00,6.395,6.415,6.375,6.41,94426.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.408634807781012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.414997766891654,,,,,6.4118162873363325,#000000,,6.419853605602072,,46.12727360219842,-5.447659214407992,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,311125.0,37521.11811310007,False,False,False,False,49639.14984916848,False,False,False,False
2025-02-10 15:00:00+00:00,6.475,6.545,6.45,6.495,58171.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.422381234240474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.423554059294906,,,,,6.42296764676769,#000000,,6.42825197876946,,51.06306019398468,-4.37038032886435,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,369296.0,42664.914731501616,False,False,False,False,49771.426595693,False,False,False,False
2025-02-10 16:00:00+00:00,6.495,6.505,6.425,6.44,48835.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.426354855654258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.426230986644506,,,,,6.426292921149382,#000000,,6.430697501788491,,51.250855149518216,-3.9815466994158015,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,320461.0,46971.83078217601,False,False,False,False,49756.90835389931,False,False,False,False
2025-02-10 17:00:00+00:00,6.435,6.46,6.375,6.41,69648.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.424744206996885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.425069945085909,,,,,6.424907076041396,#000000,,6.429349028740758,,49.90119441533528,-3.9815466994158015,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,250813.0,50132.15898710352,False,False,False,False,50065.29737166831,False,False,False,False
2025-02-10 18:00:00+00:00,6.415,6.445,6.4,6.425,26673.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.424671513271339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42500380977129,,,,,6.424837661521314,#000000,,6.429205824266233,,49.81083561799517,-3.9815466994158015,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,277486.0,53657.024739241446,False,False,False,False,49702.62609458818,False,False,False,False
2025-02-10 19:00:00+00:00,6.425,6.445,6.41,6.42,30641.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.424689869535535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42500365008602,,,,,6.4248467598107775,#000000,,6.429117291450855,,49.47011568016586,-3.9815466994158015,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,246845.0,56652.18714638499,False,False,False,False,49407.09700785038,False,False,False,False
2025-02-10 20:00:00+00:00,6.415,6.475,6.415,6.445,96267.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.427723108229003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42733048269471,,,,,6.427526795461857,#000000,,6.431061710653725,,50.72920006967189,-3.3392227912895507,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,343112.0,61093.424554968165,False,False,False,False,50133.60713175968,False,False,False,False
2025-02-11 15:00:00+00:00,6.475,6.555,6.455,6.545,92411.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.439084533128178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.436474294642557,,,,,6.437779413885368,#000000,,6.439454462223452,,55.95556271075294,1.7055372511612177,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,435523.0,66898.53425179036,False,False,False,False,50789.07058708123,False,False,False,False
2025-02-11 16:00:00+00:00,6.545,6.555,6.475,6.525,139506.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.451697875772813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.447255680375222,,,,,6.449476778074017,#000000,,6.449288157889966,,58.12126700082045,3.7084464674822613,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,296017.0,70450.7585269564,False,False,False,False,52164.52685704896,False,False,False,False
2025-02-11 17:00:00+00:00,6.525,6.535,6.495,6.495,53859.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.45497650924475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4502110772310255,,,,,6.452593793237888,#000000,,6.451965704936885,,57.66369101078693,3.7084464674822613,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,242158.0,73112.88630173226,False,False,False,False,52190.79775849006,False,False,False,False
2025-02-11 18:00:00+00:00,6.495,6.505,6.445,6.455,33711.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.455443558968839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.450743799851238,,,,,6.453093679410038,#000000,,6.452408188835989,,55.07933800290755,3.7084464674822613,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,208447.0,75211.0896148837,False,False,False,False,51904.28926611036,False,False,False,False
2025-02-11 19:00:00+00:00,6.455,6.475,6.445,6.47,26678.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.455656006446263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.451030015097739,,,,,6.453343010772001,#000000,,6.452633843669029,,54.16412203462145,3.7084464674822613,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,235125.0,77690.37504721108,False,False,False,False,51513.18400617067,False,False,False,False
2025-02-11 20:00:00+00:00,6.465,6.465,6.37,6.38,93056.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.451306682315153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.405,6.44764801899587,,,,,6.434651567103675,#000000,,6.438236293594386,,49.25994549448316,3.9535681255750177,True,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,142069.0,78688.4932635334,False,False,False,False,52157.258672741664,False,False,False,False
2025-02-12 15:00:00+00:00,6.495,6.515,6.405,6.515,85508.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.4532830419529095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.440116746189975,6.449588687323523,,,,,6.447662825155469,#000000,,6.448305517814782,,51.913694798521576,3.9535681255750177,True,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,227577.0,80996.84220518403,False,False,False,False,52674.32442975342,False,False,False,False
2025-02-12 16:00:00+00:00,6.515,6.605,6.505,6.585,299545.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.4760654480832365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.518358641369785,6.470520768874622,,,,,6.488314952775881,#000000,,6.482502481179089,,55.7672071638658,0.4591879707518558,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,527122.0,87913.51131828195,False,False,False,False,56501.77676417584,False,False,False,False
2025-02-12 17:00:00+00:00,6.585,6.685,6.585,6.655,309890.0,,,,,,,,,,,,,,,,,,,,,,,,,6.641666666666667,6.504916071399794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56685099219669,6.497559961165063,,,,,6.552748422857054,#000000,,6.539377023445849,,60.05560735603594,4.304571204027944,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,837012.0,99527.44137536285,False,False,False,False,60430.27634922737,False,False,False,False
2025-02-12 18:00:00+00:00,6.655,6.655,6.585,6.59,122395.0,,,,,,,,,,,,,,,,,,,,,,,,,6.6327007259871,6.51168132096257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.572652022091534,6.504164102113756,,,,,6.55529954278874,#000000,,6.542522596327208,,59.97343549092254,4.304571204027944,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,714617.0,109063.7136021014,False,False,False,False,61390.96973916183,False,False,False,False
2025-02-12 19:00:00+00:00,6.585,6.6,6.55,6.57,123138.0,,,,,,,,,,,,,,,,,,,,,,,,,6.619538897981058,6.51543163181242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.572733195488867,6.508023355567166,,,,,6.553931770212377,#000000,,6.542130514551142,,59.069261072974996,4.304571204027944,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,591479.0,116543.0203679603,False,False,False,False,62348.28803777948,False,False,False,False
2025-02-12 20:00:00+00:00,6.57,6.605,6.555,6.605,163337.0,,,,,,,,,,,,,,,,,,,,,,,,,6.612447485948022,6.520874772508134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.574862150048724,6.513557424115477,,,,,6.555435458155089,#000000,,6.5443383197038205,,59.56897296847972,4.304571204027944,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,754816.0,126438.72547853456,False,False,False,False,63914.00450231003,False,False,False,False
2025-02-13 15:00:00+00:00,6.585,6.64,6.555,6.59,34880.0,,,,,,,,,,,,,,,,,,,,,,,,,6.611639980627355,6.522038094569609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.575432402759544,6.514738490351933,,,,,6.5559622420771095,#000000,,6.544975623179603,,59.17590170076099,4.304571204027944,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,719936.0,135640.2336106503,False,False,False,False,63463.864897623054,False,False,False,False
2025-02-13 16:00:00+00:00,6.595,6.6,6.525,6.535,31192.0,,,,,,,,,,,,,,,,,,,,,,,,,6.609322668205849,6.522471232440696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.574886601986949,6.515232599438135,,,,,6.555478275517908,#000000,,6.544693613893921,,56.39910722722393,4.304571204027944,True,False,True,False,False,2.741064727600925,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,688744.0,144215.48580273322,False,False,False,False,62963.52590696223,False,False,False,False
