date,Open,High,Low,Close,Volume,aVWAP_peak_859,aVWAP_peak_822,aVWAP_peak_788,aVWAP_peak_728,aVWAP_peak_709,aVWAP_peak_625,aVWAP_peak_577,aVWAP_peak_543,aVWAP_peak_528,aVWAP_peak_495,aVWAP_peak_474,aVWAP_peak_436,aVWAP_peak_412,aVWAP_peak_409,aVWAP_peak_364,aVWAP_peak_347,aVWAP_peak_276,aVWAP_peak_263,aVWAP_peak_233,aVWAP_peak_204,aVWAP_peak_154,aVWAP_peak_140,aVWAP_peak_97,aVWAP_peak_48,aVWAP_peak_24,aVWAP_valley_828,aVWAP_valley_812,aVWAP_valley_750,aVWAP_valley_716,aVWAP_valley_637,aVWAP_valley_636,aVWAP_valley_612,aVWAP_valley_588,aVWAP_valley_570,aVWAP_valley_556,aVWAP_valley_540,aVWAP_valley_509,aVWAP_valley_443,aVWAP_valley_427,aVWAP_valley_382,aVWAP_valley_348,aVWAP_valley_309,aVWAP_valley_293,aVWAP_valley_257,aVWAP_valley_216,aVWAP_valley_162,aVWAP_valley_132,aVWAP_valley_102,aVWAP_valley_17,aVWAP_OB_bull_828,aVWAP_OB_bull_750,aVWAP_OB_bull_309,aVWAP_OB_bear_474,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 19:00:00+00:00,15.425,15.485,15.2,15.265,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.519792601809296,-47.85941431337098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1053.0,-59.941986362455594,False,False,False,False,48.38095239537986,False,False,False,False
2025-02-10 20:00:00+00:00,15.27,15.295,15.03,15.04,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.442178016660552,-47.85941431337098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1161.0,-77.01265324055706,False,False,False,False,49.30527871483133,False,False,False,False
2025-02-11 15:00:00+00:00,14.71,14.75,14.425,14.44,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.481632252314714,-47.85941431337098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1926.0,-105.67912373295152,False,False,False,False,60.40132090529906,False,False,False,False
2025-02-11 16:00:00+00:00,14.44,14.505,14.205,14.26,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.23714276964675,-47.85941431337098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2326.0,-140.10270320996003,False,False,False,False,65.6664167052169,False,False,False,False
2025-02-11 17:00:00+00:00,14.26,14.265,14.045,14.135,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.571806603466303,-47.85941431337098,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2528.0,-177.12436672608465,False,False,False,False,67.78011567102749,False,False,False,False
2025-02-11 18:00:00+00:00,14.13,14.155,13.885,14.105,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.420942836431728,-47.85941431337098,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3002.0,-220.92088817219184,False,False,False,False,74.07809837380226,False,False,False,False
2025-02-11 19:00:00+00:00,14.105,14.18,13.905,13.93,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.427705993287068,-47.85941431337098,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3702.0,-274.8911069602199,False,False,False,False,83.7823139028906,False,False,False,False
2025-02-11 20:00:00+00:00,13.93,13.98,13.67,13.845,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.831666666666667,,,,,13.831666666666667,#000000,,13.831666666666667,,5.6656431392155655,-47.85941431337098,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4902.0,-346.62922933292964,False,False,False,False,101.08801446253571,False,False,False,False
2025-02-12 15:00:00+00:00,14.12,14.515,14.075,14.455,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00388888888889,,,,,14.00388888888889,#000000,,14.00388888888889,,16.426832514344895,-41.728799497166676,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4302.0,-407.9528071727292,False,False,False,False,108.82308400575221,False,False,False,False
2025-02-12 16:00:00+00:00,14.455,14.505,14.3,14.41,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.044,,,,,14.044,#000000,,14.044,,23.241232246010867,-35.410405833547586,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4502.0,-471.42640706152406,False,False,False,False,110.23667960256225,False,False,False,False
2025-02-12 17:00:00+00:00,14.405,14.705,14.395,14.665,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.118066954643629,,,,,14.118066954643629,#000000,,14.118066954643629,,31.01362122553919,-28.386634112339756,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4187.0,-529.0321992001051,False,False,False,False,113.41130472500313,False,False,False,False
2025-02-12 18:00:00+00:00,14.665,14.745,14.56,14.625,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.141893470790379,,,,,14.141893470790379,#000000,,14.141893470790379,,35.7859919883404,-24.194605257628623,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4297.0,-587.4503046388631,False,False,False,False,113.35841627965424,False,False,False,False
2025-02-12 19:00:00+00:00,14.635,14.78,14.605,14.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.141893470790379,,,,,14.141893470790379,#000000,,14.141893470790379,,40.62598070507366,-19.810810343907583,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4297.0,-644.9627030165551,False,False,False,False,111.60092145361308,False,False,False,False
2025-02-12 20:00:00+00:00,14.76,14.79,14.225,14.26,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.200789244502504,,,,,14.200789244502504,#000000,,14.200789244502504,,39.242310937730466,-19.810810343907583,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4934.0,-711.4594052953682,False,False,False,False,119.74664360161908,False,False,False,False
2025-02-13 15:00:00+00:00,14.875,15.445,14.86,15.345,407.0,,,,,,,,,,,,,,,,,,,,,,,,,15.216666666666667,,,,,,,,,,,,,,,,,,,,,,,,14.31997693859902,,,,,14.768321802632844,#000000,,14.768321802632844,,46.82426237296105,-13.973827167508617,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4527.0,-770.6150734303237,False,False,False,False,124.20018401089631,False,False,False,False
2025-02-13 16:00:00+00:00,15.34,15.36,14.9,14.94,50.0,,,,,,,,,,,,,,,,,,,,,,,,,15.200255288110867,,,,,,,,,,,,,,,,,,,,,,,,14.33058634081652,,,,,14.765420814463694,#000000,,14.765420814463694,,48.89695472747915,-11.899481505406293,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4577.0,-829.6287932221016,False,False,False,False,123.04979356111497,False,False,False,False
2025-02-13 17:00:00+00:00,14.945,15.065,14.885,15.02,759.0,,,,,,,,,,,,,,,,,,,,,,,,,15.069018640350876,,,,,,,,,,,,,,,,,,,,,,,,14.447579086800685,,,,,14.758298863575781,#000000,,14.758298863575781,,50.765129037657935,-9.785209060076056,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3818.0,-875.9601297612938,False,False,False,False,132.90948668419847,False,False,False,False
2025-02-13 18:00:00+00:00,15.02,15.15,14.96,15.045,600.0,,,,,,,,,,,,,,,,,,,,,,,,,15.063285609397944,,,,,,,,,,,,,,,,,,,,,,,,14.521882602159355,,,,,14.79258410577865,#000000,,14.79258410577865,,52.17446762826523,-7.937287998123203,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3218.0,-912.2708254239094,False,False,False,False,140.15120006893957,False,False,False,False
2025-02-13 19:00:00+00:00,15.035,15.15,14.98,15.115,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.063285609397944,,,,,,,,,,,,,,,,,,,,,,,,14.521882602159355,,,,,14.79258410577865,#000000,,14.79258410577865,,53.60788765002848,-5.962046971819589,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3218.0,-948.018564564624,False,False,False,False,137.9783132461653,False,False,False,False
2025-02-13 20:00:00+00:00,15.115,15.345,15.115,15.3,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,15.145783733250235,,,,,,,,,,,,,,,,,,,,,,,,14.68436240897252,,,,,14.915073071111378,#000000,,14.915073071111378,,55.85692432122174,-3.208351139965899,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1825.0,-961.6151759667229,False,False,False,False,157.4360138159922,False,False,False,False
2025-02-14 15:00:00+00:00,15.13,15.29,14.97,15.04,756.0,,,,,,,,,,,,,,,,,,,,,,,,,15.137054224464062,,,,,,,,,,,,,,,,,,,,,,,,14.729078791328684,,,,,14.933066507896374,#000000,,14.933066507896374,,54.87086785589692,-3.208351139965899,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2581.0,-986.7219174246031,False,False,False,False,166.71607561729465,False,False,False,False
2025-02-14 16:00:00+00:00,15.04,15.115,14.835,15.045,2155.0,,,,,,,,,,,,,,,,,,,,,,,,,15.088207244008716,,,,,,,,,,,,,,,,,,,,,,,,14.792272380744935,,,,,14.940239812376825,#000000,,14.940239812376825,,54.255348078170606,-3.208351139965899,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-426.0,-978.0285543637565,False,False,False,False,197.54218297206526,False,False,False,False
2025-02-14 17:00:00+00:00,15.045,15.08,14.895,15.025,102.0,,,,,,,,,,,,,,,,,,,,,,,,,15.08676122361513,,,,,,,,,,,,,,,,,,,,,,,,14.79455461008186,,,,,14.940657916848494,#000000,,14.940657916848494,,53.635501296702365,-3.208351139965899,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-528.0,-971.0513674743959,False,False,False,False,196.0609088174596,False,False,False,False
2025-02-14 18:00:00+00:00,15.025,15.215,14.995,15.125,12.0,,,,,,,,,,,,,,,,,,,,,,,,,15.08680916479521,,,,,,,,,,,,,,,,,,,,,,,,14.794963962994835,,,,,14.940886563895022,#000000,,14.940886563895022,,54.21411960040511,-2.285221313385634,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-516.0,-963.9963075135526,False,False,False,False,193.20725131641368,False,False,False,False
2025-02-14 19:00:00+00:00,15.13,15.215,15.09,15.205,86.0,,,,,,,,,,,,,,,,,,,,,,,,,15.087941191983122,,,,,,,,,,,,,,,,,,,,,,,,14.79840172671072,,,,,14.943171459346921,#000000,,14.943171459346921,,55.39216179501243,-0.5447868208426101,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-430.0,-955.7172949939625,False,False,False,False,191.54512338902742,False,False,False,False
2025-02-14 20:00:00+00:00,15.205,15.32,15.155,15.285,800.0,,,,,,,,,,,,,,,,,,,,,,,,,15.106524578651685,,,,,,,,,,,,,,,,,,,,,,,,14.834145714659854,,,,,14.97033514665577,#000000,,14.97033514665577,,56.97368198845848,1.4759903685718996,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,370.0,-935.1635384824282,False,False,False,False,200.97853232873243,False,False,False,False
2025-02-17 15:00:00+00:00,15.285,15.285,15.285,15.285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.106524578651685,,,,,,,,,,,,,,,,,,,,,,,,14.834145714659854,,,,,14.97033514665577,#000000,,14.97033514665577,,58.02802878408919,2.9259346268548114,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,370.0,-914.9284448625456,False,False,False,False,197.86258609107765,False,False,False,False
2025-02-17 16:00:00+00:00,15.285,15.285,15.285,15.285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.106524578651685,,,,,,,,,,,,,,,,,,,,,,,,14.834145714659854,,,,,14.97033514665577,#000000,,14.97033514665577,,58.73092664784299,4.015808846620018,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,370.0,-895.0070736243666,False,False,False,False,194.79494909741751,False,False,False,False
2025-02-17 17:00:00+00:00,15.285,15.285,15.285,15.285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.106524578651685,,,,,,,,,,,,,,,,,,,,,,,,14.834145714659854,,,,,14.97033514665577,#000000,,14.97033514665577,,59.19952522367886,4.873817144768516,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,370.0,-875.3945608549966,False,False,False,False,191.774872367225,False,False,False,False
2025-02-17 18:00:00+00:00,15.285,15.285,15.285,15.285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.106524578651685,,,,,,,,,,,,,,,,,,,,,,,,14.834145714659854,,,,,14.97033514665577,#000000,,14.97033514665577,,59.51192427423611,5.577226835706533,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,370.0,-856.0861180510432,False,False,False,False,188.8016185320742,False,False,False,False
2025-02-17 19:00:00+00:00,15.285,15.285,15.285,15.285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.106524578651685,,,,,,,,,,,,,,,,,,,,,,,,14.834145714659854,,,,,14.97033514665577,#000000,,14.97033514665577,,59.72019030794094,6.172300973425763,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,370.0,-837.0770309494767,False,False,False,False,185.87446165560792,False,False,False,False
2025-02-17 20:00:00+00:00,15.285,15.285,15.285,15.285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15.106524578651685,,,,,,,,,,,,,,,,,,,,,,,,14.834145714659854,,,,,14.97033514665577,#000000,,14.97033514665577,,59.85903433041082,6.686733353598477,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,370.0,-818.3626583766167,False,False,False,False,182.99268705629615,False,False,False,False
2025-02-18 15:00:00+00:00,15.36,15.405,15.15,15.31,7935.0,,,,,,,,,,,,,,,,,,,,,,,,,15.202350049817337,,,,,,,,,,,,,,,,,,,,,,,,15.03307372449449,,,,,15.117711887155913,#000000,,15.117711887155913,,60.4662225246407,7.6004713164076705,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8305.0,-676.9151753010101,False,False,False,False,303.1788469468962,False,False,False,False
2025-02-18 16:00:00+00:00,15.31,15.355,15.225,15.255,2142.0,,,,,,,,,,,,,,,,,,,,,,,,,15.211814269930802,,,,,,,,,,,,,,,,,,,,,,,,15.059005215788867,,,,,15.135409742859835,#000000,,15.135409742859835,,59.072603445778306,7.6004713164076705,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6163.0,-570.8699787847154,False,False,False,False,331.68770203299084,False,False,False,False
2025-02-18 17:00:00+00:00,15.255,15.255,15.16,15.22,2951.0,,,,,,,,,,,,,,,,,,,,,,,,,15.211792651048906,,,,,,,,,,,,,,,,,,,,,,,,15.0784151227919,,,,,15.145103886920403,#000000,,15.145103886920403,,57.037879796690405,9.718137333768752,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3212.0,-512.2208318268127,False,False,False,False,372.2971950247274,False,False,False,False
2025-02-18 18:00:00+00:00,15.22,15.22,14.97,15.045,3973.0,,,,,,,,,,,,,,,,,,,,,,,,,15.189810400342717,,,,,,,,,,,,,,,,,,,,,,,,15.078403168647071,,,,,15.134106784494893,#000000,,15.134106784494893,,51.285744981642424,4.4250241442970975,True,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-761.0,-516.0778731938389,False,False,False,False,428.12204471426645,False,False,False,False
2025-02-18 19:00:00+00:00,15.05,15.22,15.04,15.185,2647.0,,,,,,,,,,,,,,,,,,,,,,,,,15.185708868798566,,,,,,,,,,,,,,,,,,,,,,,,15.084608503743434,,,,,15.135158686271,#000000,,15.135158686271,,51.12529255150277,4.4250241442970975,True,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1886.0,-478.83635577998086,False,False,False,False,462.52325332334755,False,False,False,False
2025-02-18 20:00:00+00:00,15.185,15.205,15.09,15.18,2560.0,,,,,,,,,,,,,,,,,,,,,,,,,15.183319296690307,,,,,,,,,,,,,,,,,,,,,,,,15.0904354739117,,,,,15.136877385301004,#000000,,15.136877385301004,,50.89468445893923,4.226249931346679,True,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-674.0,-481.86214871362455,False,False,False,False,495.04227265166776,False,False,False,False
2025-02-19 15:00:00+00:00,15.71,15.905,15.495,15.54,720.0,,,,,,,,,,,,,,,,,,,,,,,,15.646666666666665,15.194421869453317,,,,,,,,,,,,,,,,,,,,,,,,15.102531108426454,,,,,15.31453988151548,#000000,,15.31453988151548,,56.88079856011407,3.0787397250447057,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46.0,-473.67823943124273,False,False,False,False,498.52998935474267,False,False,False,False
2025-02-19 16:00:00+00:00,15.54,15.6,15.41,15.555,210.0,,,,,,,,,,,,,,,,,,,,,,,,15.61844086021505,15.196693050873597,,,,,,,,,,,,,,,,,,,,,,,,15.105172719087633,,,,,15.306768876725428,#000000,,15.306768876725428,,61.049298234802635,6.68135603356356,True,False,True,False,True,1.2678115455127248,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,256.0,-462.3653985098281,False,False,False,False,494.0566561864521,False,False,False,False
2025-02-19 17:00:00+00:00,15.55,15.785,15.54,15.635,164.0,,,,,,,,,,,,,,,,,,,,,,,,15.623671541742839,15.19915472355532,,,,,,,,,,,,,,,,,,,,,,,,15.107857533946559,,,,,15.310227933081572,#000000,,15.310227933081572,,64.77892457857232,9.850572076657222,True,False,True,False,True,2.610600288441102,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,420.0,-448.6853148120013,False,False,False,False,488.939498726197,False,False,False,False
2025-02-19 18:00:00+00:00,15.64,15.735,15.545,15.545,200.0,,,,,,,,,,,,,,,,,,,,,,,,15.621300875837196,15.201827172185574,,,,,,,,,,,,,,,,,,,,,,,,15.11082912757788,,,,,15.31131905853355,#000000,,15.31131905853355,,64.72576001490589,9.850572076657222,True,False,True,False,True,1.021277260045803,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,220.0,-438.31810062886944,False,False,False,False,484.4598165754032,False,False,False,False
2025-02-19 19:00:00+00:00,15.545,15.685,15.485,15.65,20.0,,,,,,,,,,,,,,,,,,,,,,,,15.62107813292745,15.202091410482344,,,,,,,,,,,,,,,,,,,,,,,,15.11112335825619,,,,,15.311430967221995,#000000,,15.311430967221995,,66.12433628531122,10.986308338475887,True,False,True,False,True,2.781866753195146,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,240.0,-427.801540929197,False,False,False,False,477.2588891866372,False,False,False,False
2025-02-19 20:00:00+00:00,15.65,15.66,15.36,15.54,250.0,,,,,,,,,,,,,,,,,,,,,,,,15.604921142369992,15.2046641525314,,,,,,,,,,,,,,,,,,,,,,,,15.114133877206415,,,,,15.307906390702604,#000000,,15.307906390702604,,64.17708251001092,10.986308338475887,True,False,True,False,True,0.8521373679812214,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10.0,-421.3239976589769,False,False,False,False,473.73549555583656,False,False,False,False
