date,Close,High,Low,Open,Volume,aVWAP_peak_890,aVWAP_peak_839,aVWAP_peak_815,aVWAP_peak_790,aVWAP_peak_718,aVWAP_peak_687,aVWAP_peak_664,aVWAP_peak_646,aVWAP_peak_613,aVWAP_peak_594,aVWAP_peak_561,aVWAP_peak_548,aVWAP_peak_533,aVWAP_peak_490,aVWAP_peak_386,aVWAP_peak_359,aVWAP_peak_328,aVWAP_peak_299,aVWAP_peak_272,aVWAP_peak_238,aVWAP_peak_214,aVWAP_peak_180,aVWAP_peak_155,aVWAP_peak_101,aVWAP_peak_74,aVWAP_peak_12,aVWAP_valley_900,aVWAP_valley_849,aVWAP_valley_819,aVWAP_valley_769,aVWAP_valley_746,aVWAP_valley_723,aVWAP_valley_696,aVWAP_valley_674,aVWAP_valley_649,aVWAP_valley_626,aVWAP_valley_573,aVWAP_valley_553,aVWAP_valley_536,aVWAP_valley_524,aVWAP_valley_468,aVWAP_valley_442,aVWAP_valley_410,aVWAP_valley_398,aVWAP_valley_378,aVWAP_valley_339,aVWAP_valley_306,aVWAP_valley_305,aVWAP_valley_287,aVWAP_valley_253,aVWAP_valley_241,aVWAP_valley_229,aVWAP_valley_196,aVWAP_valley_169,aVWAP_valley_117,aVWAP_valley_90,aVWAP_valley_36,aVWAP_valley_18,aVWAP_OB_bull_819,aVWAP_OB_bull_573,aVWAP_OB_bear_272,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-18 00:00:00+00:00,74.049301287,74.9580615165,73.814782518,73.971128364,236843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.61459891930901,-68.34604576504296,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1087616,-236062.42812600275,False,False,False,False,302414.364631365,False,False,False,False
2022-01-19 00:00:00+00:00,76.2674579763,76.9211790447,73.4239179032,73.8538689795,452520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,41.68554462229694,-61.719582149911965,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-635096,-251710.8034936105,False,False,False,False,308300.8601360173,False,False,False,False
2022-01-20 00:00:00+00:00,73.6193502106,77.8406880512,73.4776617877,75.5541300542,329073,,,,,,,,,,,,,,,,,,,,,,,,,,74.97923334983335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.97923334983335,#000000,,74.97923334983335,,40.835970397826195,-57.776416157847684,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-964169,-279650.3406115081,False,False,False,False,309115.4538561735,False,False,False,False
2022-01-21 00:00:00+00:00,71.6552555209,73.6543325936,71.4744806365,73.4825475954,406486,,,,,,,,,,,,,,,,,,,,,,,,,,73.477274988006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.477274988006,#000000,,73.477274988006,,37.71149305674576,-56.48263072265568,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1370655,-322434.8370581157,False,False,False,False,312933.90664612746,False,False,False,False
2022-01-24 00:00:00+00:00,73.8245541334,74.1763322868,68.7237709094,70.4631184455,483371,,,,,,,,,,,,,,,,,,,,,,,,,,72.98724484500728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.98724484500728,#000000,,72.98724484500728,,40.023987890713535,-50.06699120301264,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-887284,-344585.7846244641,False,False,False,False,319617.7142286323,False,False,False,False
2022-01-25 00:00:00+00:00,71.6650271363,72.5737873658,69.9940809077,71.4989096749,472113,,,,,,,,,,,,,,,,,,,,,,,,,,72.54717197756672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.54717197756672,#000000,,72.54717197756672,,38.97570353367641,-47.23958824992488,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1359397,-384382.30287448515,False,False,False,False,325597.921513784,False,False,False,False
2022-01-26 00:00:00+00:00,65.1962177602,71.684570367,64.561062761,71.2155328292,885957,,,,,,,,,,,,,,,,,,,,,,,,,,70.69072305196458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.69072305196458,#000000,,70.69072305196458,,33.79683798659795,-47.23958824992488,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2245354,-457361.5851147014,False,False,False,False,347572.7873367729,False,False,False,False
2022-01-27 00:00:00+00:00,62.274504764,66.1950722835,61.2582567654,65.5773107597,698721,,,,,,,,,,,,,,,,,,,,,,,,,,69.10201872954804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.10201872954804,#000000,,69.10201872954804,,29.146492852498724,-47.23958824992488,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2944075,-554879.7582474583,False,False,False,False,361343.30548042885,False,False,False,False
2022-01-28 00:00:00+00:00,63.6229876853,63.6816173776,59.382106614,61.4830039189,516263,,,,,,,,,,,,,,,,,,,,,,,,,,68.16627245919928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.228903892299996,,,,65.19758817574964,#000000,,65.19758817574964,,27.975598464112956,-47.23958824992488,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2427812,-628328.0814534404,False,False,False,False,367418.5876184512,False,False,False,False
2022-01-31 00:00:00+00:00,66.6033303737,66.6131019891,62.9487462247,63.4666418394,370636,,,,,,,,,,,,,,,,,,,,,,,,,,67.91893251892074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.549257567249505,,,,65.73409504308512,#000000,,65.73409504308512,,30.896922795764034,-44.19352610199382,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2057176,-684361.3331611486,False,False,False,False,367544.76065302175,False,False,False,False
2022-02-01 00:00:00+00:00,66.1342928359,66.7987626811,64.6587789147,66.7987626811,385896,,,,,,,,,,,,,,,,,,,,,,,,,,67.74458740576668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.25104265318016,,,,65.99781502947343,#000000,,65.99781502947343,,32.53584479164507,-40.34018636412374,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2443072,-753330.3789195349,False,False,False,False,368264.4170980013,False,False,False,False
2022-02-02 00:00:00+00:00,64.7564950684,66.7499046043,64.3265439921,66.7499046043,350083,,,,,,,,,,,,,,,,,,,,,,,,,,67.5682852452704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4724992509742,,,,66.0203922481223,#000000,,66.0203922481223,,32.729539094677946,-37.989397844524305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2793155,-833323.5013148473,False,False,False,False,367551.4203490601,False,False,False,False
2022-02-03 00:00:00+00:00,63.6425309161,64.265471396,63.3591540703,63.4959566855,385025,,,,,,,,,,,,,,,,,,,,,,,,,,67.2904582466329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.33505317145983,,,,65.81275570904637,#000000,,65.81275570904637,,32.16580311205932,-36.52660370476764,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3178180,-925278.6581260298,False,False,False,False,368236.658766744,False,False,False,False
2022-02-04 00:00:00+00:00,65.1082732218,65.5089094521,62.6849126096,63.4275553779,344005,,,,,,,,,,,,,,,,,,,,,,,,,,67.1158509665274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.34953040855927,,,,65.73269068754334,#000000,,65.73269068754334,,33.70433583983261,-33.18973592996965,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2834175,-1000137.3381995187,False,False,False,False,367286.39763863647,False,False,False,False
2022-02-07 00:00:00+00:00,65.6261688365,66.1049779897,64.4340317612,64.9128409144,563111,,,,,,,,,,,,,,,,,,,,,,,,,,66.95872101753329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55021344880096,,,,65.75446723316713,#000000,,65.75446723316713,,35.39072203159848,-29.9257583668115,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2271064,-1049977.5994465963,False,False,False,False,374965.7938096703,False,False,False,False
2022-02-08 00:00:00+00:00,66.3785832201,67.1309976038,65.4698229906,65.5089094521,251693,,,,,,,,,,,,,,,,,,,,,,,,,,66.9340201515243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.69139168704677,,,,65.81270591928553,#000000,,65.81270591928553,,37.488943433936456,-26.481381395690104,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2019371,-1087993.0269192788,False,False,False,False,370131.56660144794,False,False,False,False
2022-02-09 00:00:00+00:00,67.3752879881,67.4046028342,66.3688116048,67.1309976038,197277,,,,,,,,,,,,,,,,,,,,,,,,,,66.93745325770986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.82968400757998,,,,65.88356863264492,#000000,,65.88356863264492,,40.15138822170006,-22.717912172206464,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1822094,-1116781.3003734248,False,False,False,False,363352.9561464892,False,False,False,False
2022-02-10 00:00:00+00:00,65.6554836826,67.6391216031,65.1962177602,65.929088913,185651,,,,,,,,,,,,,,,,,,,,,,,,,,66.91640452417295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8994500300706,,,,65.90792727712177,#000000,,65.90792727712177,,40.261392846661415,-21.49499373024446,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2007745,-1151721.0532999572,False,False,False,False,356384.2519838818,False,False,False,False
2022-02-11 00:00:00+00:00,65.0105570681,66.8378491426,64.2288278384,66.1733792973,206770,,,,,,,,,,,,,,,,,,,,,,,,,,66.87061351117573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92475005821619,,,,65.89768178469596,#000000,,65.89768178469596,,39.74986615454876,-20.94972453553533,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2214515,-1193399.2472881943,False,False,False,False,350517.0264158865,False,False,False,False
2022-02-14 00:00:00+00:00,65.4405081445,65.9486321438,64.2092846076,64.8737544529,214740,,,,,,,,,,,,,,,,,,,,,,,,,,66.82109416809078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.93960581197699,,,,65.88034999003389,#000000,,65.88034999003389,,40.038037758187045,-19.65447034718278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1999775,-1225021.8258259122,False,False,False,False,345192.4371446753,False,False,False,False
2022-02-15 00:00:00+00:00,66.847620758,66.9062504502,65.8020579132,66.3590399894,228983,,,,,,,,,,,,,,,,,,,,,,,,,,66.81183018747309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0256918196561,,,,65.9187610035646,#000000,,65.9187610035646,,42.20630000876926,-16.69829737517056,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1770792,-1246424.5777543078,False,False,False,False,340635.20431547234,False,False,False,False
2022-02-16 00:00:00+00:00,66.4176696816,67.1798556806,65.821601144,66.9844233732,284960,,,,,,,,,,,,,,,,,,,,,,,,,,66.79939063746968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.11764910024606,,,,65.95851986885788,#000000,,65.95851986885788,,43.148144483721225,-15.040429789250993,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2055752,-1278162.9080384527,False,False,False,False,338451.8629697676,False,False,False,False
2022-02-17 00:00:00+00:00,64.8444396068,66.1831509127,64.6587789147,65.5089094521,280191,,,,,,,,,,,,,,,,,,,,,,,,,,66.7446626257277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.12418399449348,,,,65.93442331011059,#000000,,65.93442331011059,,42.04128778384609,-15.040429789250993,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2335943,-1319644.480272239,False,False,False,False,336167.123245463,False,False,False,False
2022-02-18 00:00:00+00:00,63.9161361465,65.6847985288,63.4861850701,64.6294640686,255377,,,,,,,,,,,,,,,,,,,,,,,,,,66.67133163466477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.08543432729067,,,,65.87838298097772,#000000,,65.87838298097772,,40.377024893095935,-15.040429789250993,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2591320,-1369514.108496857,False,False,False,False,332998.88311818993,False,False,False,False
2022-02-22 00:00:00+00:00,63.1832649936,64.4633466073,62.943860417,64.2874575306,359413,,,,,,,,,,,,,,,,,,,,,,,,,,66.54090122624822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9815348701299,,,,65.76121804818906,#000000,,65.76121804818906,,38.56193670405253,-15.040429789250993,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2950733,-1431522.6924773725,False,False,False,False,334034.73083904525,False,False,False,False
2022-02-23 00:00:00+00:00,61.4830039189,64.7897185607,61.2093986885,64.1017968385,540450,,,,,,,,,,,,,,,,,,,,,,,,,,66.30307307581371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.75446605119961,,,,65.52876956350667,#000000,,65.52876956350667,,35.870161131799506,-15.040429789250993,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-3491183,-1512293.6849292403,False,False,False,False,342129.44727672974,False,False,False,False
2022-02-24 00:00:00+00:00,67.951813295,68.21564691,58.9423839223,60.7599043814,805895,,,,,,,,,,,,,,,,,,,,,,,,,,66.20103166613112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0366147091,64.78827039681927,,,,65.34197225735012,#000000,,65.34197225735012,,42.12752847381216,-14.460512655567825,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2685288,-1558293.4619908386,False,False,False,False,360316.33169725013,False,False,False,False
2022-02-25 00:00:00+00:00,70.1797415998,71.0396437525,67.3630734689,67.7075229107,601567,,,,,,,,,,,,,,,,,,,,,,,,,,66.38974730292978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.95606982371181,65.17732079585491,,,,66.17437930749884,#000000,,66.17437930749884,,48.057993830337054,-8.965271176675984,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2083721,-1578898.463481394,False,False,False,False,369777.1422189266,False,False,False,False
2022-02-28 00:00:00+00:00,69.7204756773,70.7367236759,68.7042276786,69.6911608312,586600,,,,,,,,,,,,,,,,,,,,,,,,,,66.56434530675452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.76928449491827,65.51404272337408,,,,66.61589084168229,#000000,,66.61589084168229,,51.498305318755115,-5.918800421565358,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2670321,-1621699.3472664375,False,False,False,False,378279.99938681186,False,False,False,False
2022-03-01 00:00:00+00:00,69.5250433698,70.1211119075,67.9713565257,69.2514381394,501959,,,,,,,,,,,,,,,,,,,,,,,,,,66.67774682047371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0581805391647,65.73421970783248,,,,66.82338235582363,#000000,,66.82338235582363,,53.56052173437317,-4.095905168147844,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3172280,-1682506.4316873616,False,False,False,False,383130.15627360356,False,False,False,False
2022-03-02 00:00:00+00:00,70.1797415998,70.5168623301,68.635826371,69.4077839854,322607,,,,,,,,,,,,,,,,,,,,,,,,,,66.76097654573576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.25496315757425,65.88347709917619,,,,66.9664722674954,#000000,,66.9664722674954,,55.52727386442774,-2.2465657753892714,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2849673,-1728277.6696604062,False,False,False,False,380756.6991648348,False,False,False,False
2022-03-03 00:00:00+00:00,69.6716176004,70.1406551383,68.5869682942,69.319839447,298179,,,,,,,,,,,,,,,,,,,,,,,,,,66.82649275882022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.37086032561216,66.00169302443419,,,,67.06634870295552,#000000,,67.06634870295552,,56.152878291901786,-1.5386916833320399,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3147852,-1783947.251242351,False,False,False,False,377518.35802111577,False,False,False,False
2022-03-04 00:00:00+00:00,69.7497905234,70.7074088298,68.9973761398,69.6716176004,279186,,,,,,,,,,,,,,,,,,,,,,,,,,66.89282254842279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.48984605192643,66.11606119827103,,,,67.16624326620673,#000000,,67.16624326620673,,56.652576380828705,-0.8098486687653264,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2868666,-1826485.24138971,False,False,False,False,373662.18711832695,False,False,False,False
2022-03-07 00:00:00+00:00,71.1959895984,71.7529716746,69.0296224705,70.1699699844,412804,,,,,,,,,,,,,,,,,,,,,,,,,,67.01238471838258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72499992113968,66.30883531214045,,,,67.34873998388757,#000000,,67.34873998388757,,58.480401739870246,1.2320759156502277,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2455862,-1851166.682903839,False,False,False,False,375197.16017251025,False,False,False,False
2022-03-08 00:00:00+00:00,76.1208837458,77.2952866835,70.5424697916,71.1003111871,1119328,,,,,,,,,,,,,,,,,,,,,,,,,,67.61787865439544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0714029111877,67.16974646658855,,,,68.28634267739056,#000000,,68.28634267739056,,63.2833840811717,5.984832130136844,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1336534,-1830985.0090644727,False,False,False,False,404378.7617343726,False,False,False,False
2022-03-09 00:00:00+00:00,73.419756989,75.6511225707,73.1848764015,75.3183750717,589487,,,,,,,,,,,,,,,,,,,,,,,,,,67.87698355828002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.50023187744932,67.52615074458893,,,,68.63445539343942,#000000,,68.63445539343942,,62.931378648341905,5.984832130136844,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1926021,-1834711.9106697876,False,False,False,False,411637.9083330247,False,False,False,False
2022-03-10 00:00:00+00:00,75.6511225707,75.6658026074,71.7560194939,72.3823677274,540966,,,,,,,,,,,,,,,,,,,,,,,,,,68.10680066212684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.84465776275246,67.83465532744056,,,,68.92870458410663,#000000,,68.92870458410663,,64.1739406982663,7.205453652922728,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1385055,-1817078.3063297959,False,False,False,False,416709.59820231784,False,False,False,False
2022-03-11 00:00:00+00:00,76.8059521261,78.8807306494,75.8860031582,76.336190951,565659,,,,,,,,,,,,,,,,,,,,,,,,,,68.43160112617838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.38657774318736,68.25653991758877,,,,69.3582395956515,#000000,,69.3582395956515,,65.69815463675026,8.929233009110298,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-819396,-1777953.5100031372,False,False,False,False,422550.75121399167,False,False,False,False
