date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_386,aVWAP_BoS_CHoCH_bull_564,aVWAP_BoS_CHoCH_bull_596,aVWAP_BoS_CHoCH_bull_687,aVWAP_BoS_CHoCH_bear_48,aVWAP_BoS_CHoCH_bear_140,aVWAP_BoS_CHoCH_bear_248,aVWAP_BoS_CHoCH_bear_351,aVWAP_BoS_CHoCH_bear_552,aVWAP_BoS_CHoCH_bear_594,aVWAP_BoS_CHoCH_bear_711,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-03-29 00:00:00+00:00,31.61,31.75,29.63,29.9,1267599,,,,,,,,,,,,27.628596075929995,#000000,,27.628596075929995,,0,,,0.0,0.0,0.0,0.0,60.6095201449979,3.230789994008859,True,False,True,False,True,0.0
2022-03-30 00:00:00+00:00,31.16,32.5475,30.51,31.14,890332,,,,,,,,,,,,27.728281214701827,#000000,,27.728281214701827,,0,,,0.0,0.0,0.0,0.0,61.175348203611556,4.089200567894679,True,False,True,False,True,0.0
2022-03-31 00:00:00+00:00,30.47,31.53,30.465,31.53,470128,,,,,,,,,,,,27.77038673738248,#000000,,27.77038673738248,,0,,,0.0,0.0,0.0,0.0,60.498892308499116,4.089200567894679,True,False,True,False,True,0.0
2022-04-01 00:00:00+00:00,31.22,31.54,30.51,30.72,716601,,,,,,,,,,,,27.836854969145723,#000000,,27.836854969145723,,0,,,0.0,0.0,0.0,0.0,60.82673522663515,4.482852135407576,True,False,True,False,True,0.0
2022-04-04 00:00:00+00:00,32.74,34.14,31.41,31.57,1093298,,,,,32.76333333333333,,,,,,,29.175333471655982,#000000,,29.175333471655982,,0,,,0.0,0.0,0.0,0.0,62.49713413998714,6.467086872739472,True,False,True,False,True,0.7688585251007289
2022-04-05 00:00:00+00:00,31.77,33.36,31.44,32.96,1250039,,,,,32.45749212198957,,,,,,,29.197926376002606,#000000,,29.197926376002606,,0,,,0.0,0.0,0.0,0.0,61.99681246025182,6.467086872739472,True,False,True,False,True,0.0
2022-04-06 00:00:00+00:00,29.33,31.0,28.97,30.85,1079079,,,,,31.60908174712445,,,,,,,29.01763456395169,#000000,,29.01763456395169,,0,,,0.0,0.0,0.0,0.0,58.225487137674605,6.467086872739472,True,False,True,False,False,0.0
2022-04-07 00:00:00+00:00,28.12,29.38,27.2,29.11,1305916,,,,,30.676735231367008,,,,,,,28.785502317430165,#000000,,28.785502317430165,,0,,,0.0,0.0,0.0,0.0,54.28464733977966,10.004078389060759,True,False,True,False,False,0.0
2022-04-08 00:00:00+00:00,26.54,27.82,26.48,27.77,821165,,,,,30.124793000759052,,,,,,,28.630179331922626,#000000,,28.630179331922626,,0,,,0.0,0.0,0.0,0.0,49.9842529002334,5.98340180766445,True,False,False,False,False,0.0
2022-04-11 00:00:00+00:00,25.54,26.13,24.7312,25.65,1605840,,,,,29.0794804939772,,,,,,,28.298721466898495,#000000,,28.298721466898495,,0,,,0.0,0.0,0.0,0.0,46.15122197731061,2.4973956157162718,True,False,False,True,False,0.0
2022-04-12 00:00:00+00:00,24.6,26.66,24.44,26.26,1071485,,,,,28.578547206442536,,,,,,,28.1260810201001,#000000,,28.1260810201001,,0,,,0.0,0.0,0.0,0.0,42.72961220407046,-0.5743732143105404,False,False,False,True,False,0.0
2022-04-13 00:00:00+00:00,25.85,25.91,24.34,24.55,994988,,,,,28.23200107346967,,,,,,,27.999779685574286,#000000,,27.999779685574286,,0,,,0.0,0.0,0.0,0.0,42.369723125026354,-0.8473268423589033,False,False,False,True,False,0.0
2022-04-14 00:00:00+00:00,25.47,26.09,24.84,25.72,615816,,,,,28.05889658941429,,,,,,,27.933866855626658,#000000,,27.933866855626658,,0,,,0.0,0.0,0.0,0.0,41.72462785368423,-1.5667076121369945,False,False,False,True,False,0.0
2022-04-18 00:00:00+00:00,24.88,25.51,24.15,25.44,938012,,,,,27.779274147170373,,,,,,,27.82216457137325,#000000,,27.82216457137325,,0,,,0.0,0.0,0.0,0.0,40.65466722762413,-2.7854437969998074,False,True,False,True,False,0.0
2022-04-19 00:00:00+00:00,25.4,26.24,24.73,24.81,1027505,,,,,27.577083018989097,,,,,,,27.736967441504557,#000000,,27.736967441504557,,0,,,0.0,0.0,0.0,0.0,40.84320190229762,-2.866733397921408,False,True,False,True,False,0.0
2022-04-20 00:00:00+00:00,24.06,25.815,23.81,25.47,779102,,,,,27.39036618817495,,,,,,,27.65519747095795,"rgba(239, 83, 80, 0.5)",4.764470230421906,27.65519747095795,-0.7545849374820396,0,,,0.0,0.0,0.0,0.0,39.445134911759475,-4.510396794516332,False,True,False,True,False,0.0
2022-04-21 00:00:00+00:00,22.75,25.28,22.49,24.5,985754,,,,,27.108204291042966,,,,,,,27.527553097093783,"rgba(239, 83, 80, 1.0)",4.623951549046326,27.527553097093783,-1.033218675935118,0,,,0.0,0.0,0.0,0.0,37.211434438473674,-6.896410518504524,False,True,False,True,False,0.0
2022-04-22 00:00:00+00:00,22.22,23.3,21.8,22.5,1210403,,,,,26.72586197294313,,,,,,,27.347675956394184,"rgba(239, 83, 80, 1.0)",4.527542132964172,27.347675956394184,-1.132551792077329,0,,,0.0,0.0,0.0,0.0,35.228168763297866,-8.983848118265172,False,True,False,True,False,0.0
2022-04-25 00:00:00+00:00,23.35,23.35,21.63,21.91,1333997,,,,,26.398895473976285,,,,,,,27.18376829376536,"rgba(239, 83, 80, 0.5)",4.4722065698717,27.18376829376536,-0.857243115645113,0,,,0.0,0.0,0.0,0.0,36.105273763686775,-8.983848118265172,False,True,False,True,False,0.0
2022-04-26 00:00:00+00:00,21.59,23.08,21.57,23.08,710337,,,,,26.216530889862387,,,,,,,27.089801995086248,"rgba(239, 83, 80, 1.0)",4.4493830040936135,27.089801995086248,-1.2360819444013262,0,,,0.0,0.0,0.0,0.0,34.90778321757341,-9.63193149361691,False,True,False,True,False,0.0
2022-04-27 00:00:00+00:00,21.48,22.26,21.06,21.6,1283992,,,,,25.88916148715549,,,,,,,26.916107803246675,"rgba(239, 83, 80, 1.0)",4.423798648953914,26.916107803246675,-1.2288325565025746,0,,,0.0,0.0,0.0,0.0,34.00524383823446,-10.727372036764358,False,True,False,True,False,0.0
2022-04-28 00:00:00+00:00,23.38,23.4,21.3,22.14,1025237,,,,,25.717904573976938,,,,,,,26.817003999042914,"rgba(239, 83, 80, 0.5)",4.364840308524347,26.817003999042914,-0.7874294948043329,0,,,0.0,0.0,0.0,0.0,36.894731029100086,-10.727372036764358,False,True,False,True,True,0.0
2022-04-29 00:00:00+00:00,22.35,24.39,22.19,22.95,952154,,,,,25.587947136541064,,,,,,,26.737399573992292,"rgba(239, 83, 80, 1.0)",4.2486664023194605,26.737399573992292,-1.0326533454349562,0,,,0.0,0.0,0.0,0.0,37.6212499131524,-10.727372036764358,False,True,False,True,True,0.0
2022-05-02 00:00:00+00:00,22.63,22.8,21.57,22.03,824394,,,,,25.459622176670333,,,,,,,26.6594686245988,"rgba(239, 83, 80, 0.5)",4.074998701154935,26.6594686245988,-0.9888269715170146,0,,,0.0,0.0,0.0,0.0,38.605223742544496,-10.727372036764358,False,True,False,True,True,0.0
2022-05-03 00:00:00+00:00,21.64,23.05,21.495,22.61,982338,,,,,25.30714108674898,,,,,,,26.5653005830156,"rgba(239, 83, 80, 1.0)",3.966968743134864,26.5653005830156,-1.241577865098937,0,,,0.0,0.0,0.0,0.0,38.08015232452985,-10.727372036764358,False,True,False,True,True,0.0
2022-05-04 00:00:00+00:00,22.43,22.45,20.16,21.61,1461883,,,,,25.080081767128426,,,,,,,26.422186787595457,"rgba(239, 83, 80, 1.0)",3.86415722545849,26.422186787595457,-1.0331325964930882,0,,,0.0,0.0,0.0,0.0,39.224524851811964,-10.727372036764358,False,True,False,True,True,0.0
2022-05-05 00:00:00+00:00,20.56,22.01,20.17,21.46,1115816,,,,,24.89006950361451,,,,,,,26.301969545868268,"rgba(239, 83, 80, 1.0)",3.8692000616557825,26.301969545868268,-1.4840198114261,0,,,0.0,0.0,0.0,0.0,37.82335193954873,-10.727372036764358,False,True,False,True,True,0.0
2022-05-06 00:00:00+00:00,19.66,20.45,19.04,20.26,1073467,,,,,24.672644340082204,,,,,,,26.16595823762695,"rgba(255, 0, 0, 1.0)",3.9114969047713726,26.16595823762695,-1.6632911634650067,0,,,0.0,0.0,0.0,0.0,35.99662198490588,-10.727372036764358,False,True,False,True,False,0.0
2022-05-09 00:00:00+00:00,18.07,19.44,17.97,19.35,1416179,,,,,24.348030241934588,,,,,,,25.962631020375085,"rgba(255, 0, 0, 1.0)",3.9984357391810557,25.962631020375085,-1.9739296903122476,0,,,0.0,0.0,0.0,0.0,33.38404584177718,-12.13845082216293,False,True,False,True,False,0.0
2022-05-10 00:00:00+00:00,17.39,19.2,16.965,18.83,1495390,,,,,24.006611162918684,,,,,,,25.743939884533585,"rgba(255, 26, 202, 1.0)",4.123692747268383,25.743939884533585,-2.0258395560792937,0,,,0.0,0.0,0.0,0.0,31.10383890002032,-14.317256957633589,False,True,False,True,False,0.0
2022-05-11 00:00:00+00:00,15.82,17.45,15.74,17.17,1248457,,,,,23.684222703109462,,,,,,,25.537070085299593,"rgba(255, 26, 202, 1.0)",4.283182541602059,25.537070085299593,-2.2686565400654324,0,,,0.0,0.0,0.0,0.0,28.45849951527773,-16.798925948791826,False,True,False,True,False,0.0
2022-05-12 00:00:00+00:00,16.17,17.07,15.03,15.32,1530003,,,,,23.312195090239477,,,,,,,23.45143628634428,"rgba(255, 0, 0, 1.0)",4.430798183232964,23.45143628634428,-1.643368978957043,0,,,0.0,0.0,0.0,0.0,27.469474224050877,-17.723610651758705,False,True,False,True,False,0.0
2022-05-13 00:00:00+00:00,21.37,21.53,17.1,17.1,2864766,,,,,23.03390913553248,,,,,,,23.778195713483775,"rgba(239, 83, 80, 0.5)",4.453019423041177,23.778195713483775,-0.5408006309209189,0,,,0.0,0.0,0.0,0.0,35.02514103747764,-20.322568531784697,False,True,False,True,True,0.0
2022-05-16 00:00:00+00:00,19.82,22.0,19.73,21.11,1387108,,,,,22.9355071786319,,,,,,,23.795912496585643,"rgba(239, 83, 80, 0.5)",4.510247838818568,23.795912496585643,-0.8815286074450199,0,,,0.0,0.0,0.0,0.0,38.42709521906008,-17.43111474193234,False,True,False,True,True,0.0
2022-05-17 00:00:00+00:00,21.03,21.33,19.51,20.97,1134785,,,,,22.863854721314336,,,,,,,23.7911210436403,"rgba(239, 83, 80, 0.5)",4.534162306294275,23.7911210436403,-0.6089594630980324,0,,,0.0,0.0,0.0,0.0,42.1100444905162,-14.24686401621588,False,False,False,True,True,0.0
2022-05-18 00:00:00+00:00,20.19,22.03,19.8,20.25,1974555,,,,,22.75178061927567,,,,,,,23.760399087835047,"rgba(239, 83, 80, 0.5)",4.516604002091805,23.760399087835047,-0.7905052305186514,0,,,0.0,0.0,0.0,0.0,43.64378388976481,-13.01067387625909,False,False,False,True,True,0.0
2022-05-19 00:00:00+00:00,22.36,23.15,20.03,21.74,3143434,,,,,22.6836112052702,,,,,,,23.787200157214293,#000000,4.412210134419061,23.787200157214293,-0.3234660439404045,0,,,0.0,0.0,0.0,0.0,47.100348146229,-9.863942022174463,True,False,False,False,True,0.0
2022-05-20 00:00:00+00:00,22.99,23.66,21.8047,23.03,1936207,,,,,22.68957958155715,,,,,,,23.829923594102038,#000000,4.356162146735202,23.829923594102038,-0.1928127479670457,0,,,0.0,0.0,0.0,0.0,50.047413006804845,-7.184174785843425,True,False,False,False,True,0.0
2022-05-23 00:00:00+00:00,24.63,24.84,22.74,22.76,1182789,,,,,22.725979558601527,,,,,,,23.883646544007053,#000000,4.311750235123794,23.883646544007053,0.17309756254272396,0,,,0.0,0.0,0.0,0.0,53.586306004046506,-3.92493544985723,True,False,True,False,True,0.0
2022-05-24 00:00:00+00:00,21.51,23.79,21.09,23.7,1748563,,,,,22.703618770951376,,,,,,,23.871667576592255,"rgba(239, 83, 80, 0.5)",4.274241292981789,23.871667576592255,-0.5525349213368137,0,,,0.0,0.0,0.0,0.0,52.24072912746164,-3.92493544985723,True,False,True,False,True,0.0
2022-05-25 00:00:00+00:00,22.47,22.49,21.2,21.24,1222823,,,,,22.686992540452056,,,,,,,23.859170575767724,#000000,4.233785084784554,23.859170575767724,-0.3281155155371842,0,,,0.0,0.0,0.0,0.0,52.32561298791012,-3.92493544985723,True,False,True,False,True,0.0
2022-05-26 00:00:00+00:00,24.91,25.29,22.04,22.4,1720563,,,,,22.735365321516802,,,,,,,23.91132229727974,#000000,4.190455297888716,23.91132229727974,0.2383220036313063,8,0.2764599597491021,2.2116796779928167,0.0,0.0,0.0,0.0,54.6044495977754,-2.7556163717257434,True,False,True,False,True,0.0
2022-05-27 00:00:00+00:00,25.92,26.22,25.0814,25.16,891894,,,,,22.78850284479901,,,,,,,23.964288498308413,#000000,4.105902475112523,23.964288498308413,0.47631708584066945,9,0.2737050363200644,2.4633453268805794,0.0,0.0,0.0,0.0,56.94127812181111,-0.3310079894677145,True,False,True,False,True,0.0
